loop,iteration,qd_score1,max_fitness,coverage1,time,current_time,qd_score2,coverage2
1,1,391620.47,1003.8032,38.28125,42.98322892189026,2023-12-07 22:14:18.316064,99425.86,9.082031
2,11,539499.25,1003.8032,52.246094,17.915022134780884,2023-12-07 22:14:36.812375,112648.805,10.058594
3,21,636912.2,1003.8032,61.23047,17.913774490356445,2023-12-07 22:14:55.306586,122341.16,10.644531
4,31,699454.7,1003.8032,66.50391,17.916516542434692,2023-12-07 22:15:13.801174,126726.44,10.839844
5,41,751086.06,1003.8032,70.80078,17.943410634994507,2023-12-07 22:15:32.324872,134406.12,11.328125
6,51,789027.2,1017.8345,73.63281,17.981011629104614,2023-12-07 22:15:50.888177,143619.03,11.9140625
7,61,820965.3,1017.8345,75.97656,17.87259030342102,2023-12-07 22:16:09.339833,151096.22,12.402344
8,71,843399.75,1017.8345,77.44141,17.813656091690063,2023-12-07 22:16:27.732240,155858.69,12.5
9,81,872355.06,1020.19684,79.296875,17.82771110534668,2023-12-07 22:16:46.143174,160919.05,12.792969
10,91,888773.1,1020.19684,80.27344,18.091633319854736,2023-12-07 22:17:04.811569,167481.69,13.28125
11,101,901887.0,1020.19684,80.95703,17.78241991996765,2023-12-07 22:17:23.172809,169908.86,13.378906
12,111,921471.5,1020.19684,81.93359,17.95172619819641,2023-12-07 22:17:41.704454,173139.61,13.574219
13,121,934857.9,1020.19684,82.421875,17.931336879730225,2023-12-07 22:18:00.215911,178133.78,13.8671875
14,131,951321.56,1020.19684,83.203125,17.963536977767944,2023-12-07 22:18:18.759221,182241.06,14.0625
15,141,967104.25,1020.19684,83.88672,17.918773412704468,2023-12-07 22:18:37.263131,186839.19,14.2578125
16,151,978429.9,1020.19684,84.17969,17.821189403533936,2023-12-07 22:18:55.661730,192430.27,14.550781
17,161,991214.9,1026.0498,84.57031,17.88865041732788,2023-12-07 22:19:14.130990,194854.16,14.6484375
18,171,1005629.7,1026.0498,85.05859,17.884397983551025,2023-12-07 22:19:32.595866,204238.9,15.332031
19,181,1019548.3,1026.0498,85.64453,17.84771180152893,2023-12-07 22:19:51.024790,211121.33,15.8203125
20,191,1030926.9,1026.0498,85.9375,17.90461778640747,2023-12-07 22:20:09.509899,214712.23,16.015625
21,201,1046494.06,1026.0498,86.42578,17.88056254386902,2023-12-07 22:20:27.969942,218326.81,16.210938
22,211,1054785.1,1026.0498,86.52344,18.069093227386475,2023-12-07 22:20:46.618203,224296.9,16.503906
23,221,1066370.1,1027.5774,86.81641,17.95408320426941,2023-12-07 22:21:05.153550,227840.7,16.699219
24,231,1075465.2,1027.5774,86.91406,17.881315231323242,2023-12-07 22:21:23.616915,233004.42,17.089844
25,241,1088867.2,1027.5774,87.20703,17.970166206359863,2023-12-07 22:21:42.172238,236891.81,17.1875
26,251,1097744.4,1027.5774,87.5,17.948816061019897,2023-12-07 22:22:00.704703,239014.81,17.285156
27,261,1107678.6,1027.5774,87.79297,18.09286618232727,2023-12-07 22:22:19.386402,241265.27,17.285156
28,271,1117995.1,1027.5774,87.98828,17.964497327804565,2023-12-07 22:22:37.939176,245760.28,17.578125
29,281,1127297.5,1027.5774,88.08594,18.030763387680054,2023-12-07 22:22:56.553694,250635.81,17.871094
30,291,1137186.9,1027.5774,88.28125,17.97335720062256,2023-12-07 22:23:15.117640,255336.38,18.164062
31,301,1148589.5,1027.5774,88.47656,17.901427507400513,2023-12-07 22:23:33.603270,258005.55,18.164062
32,311,1162566.8,1028.2104,88.86719,17.966421842575073,2023-12-07 22:23:52.154409,260328.39,18.164062
33,321,1175485.5,1028.2104,88.86719,17.990594387054443,2023-12-07 22:24:10.728331,262663.9,18.164062
34,331,1188322.5,1028.2104,89.25781,18.09235644340515,2023-12-07 22:24:29.405623,266959.0,18.359375
35,341,1199355.5,1038.9741,89.55078,18.100738763809204,2023-12-07 22:24:48.088978,269704.53,18.359375
36,351,1210362.0,1038.9741,89.64844,17.94378685951233,2023-12-07 22:25:06.615127,274062.38,18.457031
37,361,1220146.9,1061.4038,89.74609,17.811213731765747,2023-12-07 22:25:25.008704,278119.75,18.75
38,371,1228788.9,1061.4038,89.74609,17.82675266265869,2023-12-07 22:25:43.417325,283440.3,19.042969
39,381,1241363.0,1061.4038,89.84375,17.842633962631226,2023-12-07 22:26:01.840375,285623.97,19.238281
40,391,1254102.1,1117.1849,89.94141,17.866348266601562,2023-12-07 22:26:20.287083,288712.38,19.335938
41,401,1266652.0,1117.1849,90.03906,17.87435245513916,2023-12-07 22:26:38.737083,295530.66,19.726562
42,411,1277554.9,1117.1849,90.13672,17.85693335533142,2023-12-07 22:26:57.174846,296879.12,19.726562
43,421,1288613.9,1117.1849,90.234375,17.895307540893555,2023-12-07 22:27:15.652198,297384.75,19.726562
44,431,1297830.8,1117.1849,90.234375,18.11773705482483,2023-12-07 22:27:34.354751,300308.44,19.824219
45,441,1305941.4,1117.1849,90.33203,17.875813007354736,2023-12-07 22:27:52.812683,303316.4,20.019531
