loop,iteration,max_fitness,time,current_time
1,1,928.55005,33.773746490478516,2023-12-11 15:32:33.145110
2,11,1024.3672,14.818240404129028,2023-12-11 15:32:47.965131
3,21,1025.3424,14.833000183105469,2023-12-11 15:33:02.799932
4,31,1025.3424,14.772642135620117,2023-12-11 15:33:17.574397
5,41,1025.3424,14.834041595458984,2023-12-11 15:33:32.410268
6,51,1025.3424,14.825928688049316,2023-12-11 15:33:47.237979
7,61,1025.3424,14.749233722686768,2023-12-11 15:34:01.989029
8,71,1025.3424,14.671544551849365,2023-12-11 15:34:16.662405
9,81,1025.3424,14.72408151626587,2023-12-11 15:34:31.388242
10,91,1025.3424,14.742227554321289,2023-12-11 15:34:46.132290
11,101,1025.3424,14.769006967544556,2023-12-11 15:35:00.903088
12,111,1025.3424,14.765053987503052,2023-12-11 15:35:15.670010
13,121,1025.3424,14.751168012619019,2023-12-11 15:35:30.422997
14,131,1025.3424,14.734428882598877,2023-12-11 15:35:45.159275
15,141,1025.3424,14.770648002624512,2023-12-11 15:35:59.931758
16,151,1025.3424,14.72972321510315,2023-12-11 15:36:14.663328
17,161,1025.3424,14.744801044464111,2023-12-11 15:36:29.409950
18,171,1025.3424,14.721507787704468,2023-12-11 15:36:44.133305
19,181,1025.3424,14.750115394592285,2023-12-11 15:36:58.885235
20,191,1025.3424,14.731704950332642,2023-12-11 15:37:13.618741
21,201,1025.3424,14.754813194274902,2023-12-11 15:37:28.375350
22,211,1025.3424,14.790491819381714,2023-12-11 15:37:43.167640
23,221,1025.3424,14.739048480987549,2023-12-11 15:37:57.908659
24,231,1025.3424,14.824758291244507,2023-12-11 15:38:12.735242
25,241,1025.3424,14.744343280792236,2023-12-11 15:38:27.481356
26,251,1025.3424,14.757764339447021,2023-12-11 15:38:42.240918
27,261,1025.3424,14.799102067947388,2023-12-11 15:38:57.041820
28,271,1025.3424,14.773430585861206,2023-12-11 15:39:11.817040
29,281,1025.3424,14.909868478775024,2023-12-11 15:39:26.728749
30,291,1025.3424,14.888151407241821,2023-12-11 15:39:41.618751
31,301,1025.3424,14.938212633132935,2023-12-11 15:39:56.558762
32,311,1025.3424,14.904326438903809,2023-12-11 15:40:11.464936
33,321,1025.3424,14.901453495025635,2023-12-11 15:40:26.368205
34,331,1025.3424,14.824236154556274,2023-12-11 15:40:41.194288
35,341,1025.3424,14.820115804672241,2023-12-11 15:40:56.016219
36,351,1025.3424,14.817604303359985,2023-12-11 15:41:10.835667
37,361,1025.3424,14.852230072021484,2023-12-11 15:41:25.689923
38,371,1025.3424,14.838719844818115,2023-12-11 15:41:40.530494
39,381,1025.3424,14.824200630187988,2023-12-11 15:41:55.356553
40,391,1025.3424,14.859583616256714,2023-12-11 15:42:10.218021
41,401,1025.3424,14.761278867721558,2023-12-11 15:42:24.981159
42,411,1025.3424,14.77894902229309,2023-12-11 15:42:39.761974
43,421,1025.3424,14.855087280273438,2023-12-11 15:42:54.618901
44,431,1025.3424,14.895112752914429,2023-12-11 15:43:09.515870
45,441,1025.3424,14.911643743515015,2023-12-11 15:43:24.429393
46,451,1025.3424,14.818373918533325,2023-12-11 15:43:39.249602
47,461,1025.3424,15.033210277557373,2023-12-11 15:43:54.284649
48,471,1025.3424,14.924803972244263,2023-12-11 15:44:09.211356
49,481,1025.3424,14.890974760055542,2023-12-11 15:44:24.104177
