loop,iteration,qd_score,max_fitness,coverage,time,current_time,coverage1,coverage2
1,1,-26786.93,-149.9081,4.3945312,12.281156301498413,2023-12-15 00:45:54.788195,3.3203125,3.3203125
2,11,-33846.92,-149.9081,5.5664062,5.284935712814331,2023-12-15 00:46:00.392703,3.8085938,4.296875
3,21,-34885.5,-149.9081,5.859375,5.200597047805786,2023-12-15 00:46:05.913195,4.296875,4.4921875
4,31,-36936.156,-149.9081,6.25,5.324742078781128,2023-12-15 00:46:11.568778,4.296875,4.9804688
5,41,-38239.812,-148.66609,6.640625,5.033888101577759,2023-12-15 00:46:16.927381,4.8828125,5.5664062
6,51,-41702.58,-148.66609,7.2265625,5.172527551651001,2023-12-15 00:46:22.446428,5.1757812,5.859375
7,61,-43567.543,-148.17606,7.5195312,5.372246980667114,2023-12-15 00:46:28.239758,5.1757812,5.7617188
8,71,-47481.336,-148.17606,8.203125,5.336777925491333,2023-12-15 00:46:33.991756,5.859375,6.5429688
9,81,-48903.28,-148.17606,8.496094,5.238646745681763,2023-12-15 00:46:39.628279,5.5664062,6.7382812
10,91,-49913.8,-148.17606,8.7890625,5.3656957149505615,2023-12-15 00:46:45.327274,5.9570312,6.8359375
11,101,-51685.664,-148.17606,9.082031,5.3644843101501465,2023-12-15 00:46:51.074639,6.0546875,7.1289062
12,111,-55432.766,-146.32692,9.667969,5.403798580169678,2023-12-15 00:46:56.829676,6.25,7.421875
13,121,-56001.125,-146.32692,9.765625,5.217793226242065,2023-12-15 00:47:02.385846,6.4453125,7.5195312
14,131,-58384.57,-145.83841,10.15625,5.328984260559082,2023-12-15 00:47:08.051154,6.25,7.7148438
15,141,-60187.78,-144.67113,10.449219,5.259100914001465,2023-12-15 00:47:13.630623,6.3476562,7.8125
16,151,-60496.023,-142.30548,10.644531,5.255213499069214,2023-12-15 00:47:19.220283,6.3476562,7.6171875
17,161,-61459.75,-142.30548,10.7421875,5.364712476730347,2023-12-15 00:47:24.975874,6.4453125,7.7148438
18,171,-61621.016,-139.96054,10.839844,5.41357946395874,2023-12-15 00:47:30.711845,6.4453125,7.6171875
19,181,-61454.234,-139.96054,10.839844,5.3621320724487305,2023-12-15 00:47:36.484072,6.3476562,7.9101562
20,191,-63710.875,-139.96054,11.1328125,5.372186183929443,2023-12-15 00:47:42.174699,6.7382812,8.0078125
21,201,-65882.39,-139.96054,11.328125,5.256155967712402,2023-12-15 00:47:47.752243,6.8359375,7.9101562
22,211,-68328.695,-139.96054,11.71875,5.302342653274536,2023-12-15 00:47:53.425609,7.2265625,8.0078125
23,221,-71719.984,-139.96054,12.109375,4.9730384349823,2023-12-15 00:47:58.717607,7.3242188,7.9101562
24,231,-72142.58,-139.96054,12.207031,5.206059694290161,2023-12-15 00:48:04.247519,7.3242188,8.0078125
25,241,-72861.01,-139.96054,12.3046875,5.219855308532715,2023-12-15 00:48:09.830703,7.2265625,7.8125
26,251,-74940.055,-139.96054,12.597656,5.208418369293213,2023-12-15 00:48:15.361077,7.6171875,8.105469
27,261,-74743.01,-139.96054,12.597656,5.167878150939941,2023-12-15 00:48:20.871990,7.6171875,8.105469
28,271,-76370.47,-139.96054,12.890625,5.0901336669921875,2023-12-15 00:48:26.281597,7.7148438,8.105469
29,281,-77600.31,-139.96054,13.183594,5.272785663604736,2023-12-15 00:48:31.891916,8.300781,8.105469
30,291,-77378.69,-139.96054,13.183594,5.192923307418823,2023-12-15 00:48:37.419813,8.0078125,8.203125
31,301,-77337.58,-139.96054,13.183594,5.320537328720093,2023-12-15 00:48:43.092474,7.9101562,8.0078125
32,311,-77656.22,-139.96054,13.28125,5.317586421966553,2023-12-15 00:48:48.837810,7.9101562,8.300781
33,321,-79128.55,-139.2396,13.574219,5.3037426471710205,2023-12-15 00:48:54.473777,7.9101562,8.691406
34,331,-80363.61,-139.2396,13.769531,5.292179107666016,2023-12-15 00:49:00.097917,7.9101562,8.886719
35,341,-81133.836,-139.2396,13.8671875,5.300277471542358,2023-12-15 00:49:05.786273,8.0078125,8.886719
36,351,-84242.22,-139.2396,14.2578125,5.332434892654419,2023-12-15 00:49:11.440374,8.3984375,9.1796875
37,361,-84198.375,-136.24304,14.2578125,5.160834312438965,2023-12-15 00:49:16.992420,8.300781,9.277344
38,371,-84898.266,-136.24304,14.355469,5.33003568649292,2023-12-15 00:49:22.658715,8.59375,9.082031
39,381,-85680.875,-136.24304,14.453125,5.1104958057403564,2023-12-15 00:49:28.098719,8.59375,8.984375
40,391,-86402.45,-136.24304,14.550781,5.408294677734375,2023-12-15 00:49:33.959893,8.691406,8.984375
41,401,-86318.445,-136.24304,14.550781,5.178438186645508,2023-12-15 00:49:39.472417,8.886719,8.984375
42,411,-86297.516,-136.24304,14.550781,5.145404815673828,2023-12-15 00:49:45.001052,8.7890625,8.886719
43,421,-87629.39,-136.24304,14.746094,5.302183151245117,2023-12-15 00:49:50.679587,8.886719,9.277344
44,431,-88263.336,-136.12741,14.84375,5.217024803161621,2023-12-15 00:49:56.263500,8.691406,9.667969
