loop,iteration,qd_score,max_fitness,coverage,time,current_time,coverage1,coverage2
1,1,221560.5,1023.88446,12.011719,46.72052884101868,2023-12-11 08:10:44.719245,11.1328125,7.421875
2,11,266975.44,1124.7087,13.964844,30.749117136001587,2023-12-11 08:11:35.822708,12.792969,7.8125
3,21,298254.2,1240.186,15.332031,37.71325898170471,2023-12-11 08:12:13.814361,13.574219,7.9101562
4,31,316784.94,1240.186,16.113281,32.29073405265808,2023-12-11 08:12:46.403530,14.355469,8.3984375
5,41,331590.0,1240.186,16.699219,32.559550285339355,2023-12-11 08:13:19.261643,14.6484375,8.984375
6,51,348663.6,1240.186,17.480469,32.63735342025757,2023-12-11 08:13:52.201089,15.0390625,9.765625
7,61,362176.0,1240.186,18.066406,32.570313692092896,2023-12-11 08:14:25.074079,15.722656,9.765625
8,71,373668.25,1240.186,18.554688,32.63903069496155,2023-12-11 08:14:58.014527,16.308594,9.863281
9,81,392412.25,1240.186,19.335938,32.64969086647034,2023-12-11 08:15:30.968887,16.503906,9.9609375
10,91,394965.53,1240.186,19.433594,32.822842597961426,2023-12-11 08:16:04.092243,16.210938,10.15625
11,101,406641.38,1240.186,19.824219,32.67312145233154,2023-12-11 08:16:37.068186,17.089844,10.058594
12,111,415757.5,1240.186,20.117188,32.37631702423096,2023-12-11 08:17:09.749001,17.675781,10.15625
13,121,424598.38,1240.186,20.507812,32.9618878364563,2023-12-11 08:17:43.013621,18.164062,9.9609375
14,131,434520.2,1240.186,20.800781,32.67916703224182,2023-12-11 08:18:15.990883,18.554688,10.058594
15,141,440267.8,1240.186,20.996094,32.700369358062744,2023-12-11 08:18:48.993952,18.652344,10.058594
16,151,444897.22,1240.186,21.191406,32.37309551239014,2023-12-11 08:19:21.669928,19.140625,10.058594
17,161,457114.94,1240.186,21.777344,32.70083785057068,2023-12-11 08:19:54.674917,19.335938,10.644531
18,171,465502.2,1240.186,22.167969,32.87900424003601,2023-12-11 08:20:27.858710,19.140625,10.7421875
19,181,470524.06,1240.186,22.363281,32.667646169662476,2023-12-11 08:21:00.831003,19.53125,10.7421875
20,191,481651.72,1240.186,22.949219,32.672078371047974,2023-12-11 08:21:33.817567,19.824219,11.1328125
21,201,485652.75,1240.186,23.144531,32.63666915893555,2023-12-11 08:22:06.758999,20.019531,11.035156
22,211,488710.1,1240.186,23.144531,32.604795694351196,2023-12-11 08:22:39.667975,19.53125,11.328125
23,221,491047.1,1240.186,23.144531,32.99834203720093,2023-12-11 08:23:12.969677,19.53125,11.621094
