loop,iteration,qd_score1,max_fitness,coverage1,time,current_time,qd_score2,coverage2
1,1,-48540.92,-176.83682,7.3242188,15.130717515945435,2023-12-14 19:32:34.995117,-59166.633,11.035156
2,11,-61853.344,-161.96452,9.667969,4.823389053344727,2023-12-14 19:32:40.470587,-62801.188,12.890625
3,21,-73518.15,-161.96452,11.621094,4.970032215118408,2023-12-14 19:32:46.040943,-65327.523,14.0625
4,31,-83549.85,-142.88913,13.183594,4.890912055969238,2023-12-14 19:32:51.584947,-68537.69,15.136719
5,41,-91872.75,-142.88913,14.355469,4.944662809371948,2023-12-14 19:32:57.137432,-69397.92,15.8203125
6,51,-96641.91,-142.88913,15.136719,4.777919054031372,2023-12-14 19:33:02.511768,-72025.86,16.601562
7,61,-105327.625,-132.88995,16.503906,4.868531703948975,2023-12-14 19:33:07.983741,-76150.2,17.480469
8,71,-108346.26,-132.88995,16.992188,4.926038503646851,2023-12-14 19:33:13.513009,-74104.09,17.675781
9,81,-112054.57,-132.88995,17.578125,4.644947290420532,2023-12-14 19:33:18.760092,-74444.58,18.261719
10,91,-115892.016,-132.88995,18.261719,4.834016561508179,2023-12-14 19:33:24.194685,-71851.76,18.359375
11,101,-121186.03,-132.88995,18.945312,4.830191612243652,2023-12-14 19:33:29.625090,-70001.39,18.75
12,111,-122604.94,-132.88995,19.238281,4.743854761123657,2023-12-14 19:33:35.034032,-71823.12,19.238281
13,121,-126010.43,-132.88995,19.726562,4.745899677276611,2023-12-14 19:33:40.375586,-74014.18,19.824219
14,131,-129253.05,-132.88995,20.214844,4.903178453445435,2023-12-14 19:33:45.898175,-77630.42,20.507812
15,141,-131489.62,-132.88995,20.605469,5.027416706085205,2023-12-14 19:33:51.529460,-81287.555,21.582031
16,151,-134990.27,-132.88995,21.09375,4.95765233039856,2023-12-14 19:33:57.100044,-81937.96,21.875
17,161,-138348.1,-132.88995,21.582031,4.726219177246094,2023-12-14 19:34:02.433618,-82160.33,22.070312
18,171,-138713.69,-132.88995,21.679688,4.964580297470093,2023-12-14 19:34:08.003472,-83352.3,22.363281
19,181,-142277.38,-132.88995,22.265625,4.971327066421509,2023-12-14 19:34:13.596456,-83045.43,22.753906
20,191,-144751.34,-132.88995,22.753906,5.0346360206604,2023-12-14 19:34:19.253573,-84317.33,23.242188
21,201,-147071.3,-132.88995,23.144531,4.897374629974365,2023-12-14 19:34:24.838966,-81567.74,23.242188
22,211,-150134.34,-132.88995,23.535156,5.196086406707764,2023-12-14 19:34:30.666518,-81484.86,23.4375
23,221,-151010.34,-132.88995,23.730469,5.089059829711914,2023-12-14 19:34:36.491642,-82253.484,23.730469
24,231,-152691.27,-132.88995,24.121094,5.035413980484009,2023-12-14 19:34:42.154781,-83644.055,24.121094
25,241,-155858.75,-132.88995,24.707031,5.133964776992798,2023-12-14 19:34:47.988863,-82388.42,24.316406
26,251,-159633.73,-132.88995,25.195312,5.285082101821899,2023-12-14 19:34:53.967127,-84073.7,24.609375
27,261,-159811.44,-132.88995,25.292969,5.317615747451782,2023-12-14 19:34:59.918856,-84298.25,24.804688
28,271,-161402.4,-132.88995,25.585938,5.373680114746094,2023-12-14 19:35:05.920033,-83586.8,24.902344
29,281,-162331.31,-132.88995,25.78125,5.416522741317749,2023-12-14 19:35:12.014545,-84189.97,25.0
30,291,-163719.75,-132.88995,25.976562,5.228552341461182,2023-12-14 19:35:18.006046,-85139.805,25.390625
31,301,-164418.12,-132.88995,26.171875,5.299739599227905,2023-12-14 19:35:24.124911,-84915.08,25.390625
32,311,-166379.08,-132.88995,26.464844,5.32007622718811,2023-12-14 19:35:30.137137,-84289.54,25.488281
33,321,-170146.56,-132.88995,27.050781,5.316909074783325,2023-12-14 19:35:36.087987,-84626.664,25.78125
34,331,-170166.06,-132.88995,27.148438,5.318760633468628,2023-12-14 19:35:42.118634,-87468.54,26.269531
35,341,-170563.16,-132.88995,27.246094,5.148068904876709,2023-12-14 19:35:47.905069,-87718.2,26.464844
36,351,-171165.4,-132.88995,27.34375,5.241865634918213,2023-12-14 19:35:53.772903,-88913.586,26.953125
37,361,-171719.39,-132.88995,27.441406,5.269029140472412,2023-12-14 19:35:59.825190,-89197.66,27.246094
38,371,-172317.45,-132.88995,27.539062,5.397014141082764,2023-12-14 19:36:05.897006,-90850.66,27.636719
39,381,-174866.3,-132.88995,28.125,5.306360244750977,2023-12-14 19:36:11.878625,-88596.125,27.636719
40,391,-175460.56,-132.88995,28.222656,5.466776371002197,2023-12-14 19:36:18.079151,-89388.56,27.929688
41,401,-175494.1,-132.88995,28.320312,5.454043865203857,2023-12-14 19:36:24.170568,-89440.79,28.125
