loop,iteration,qd_score,max_fitness,coverage,time,current_time,coverage1,coverage2
1,1,117812.305,1005.53284,11.035156,38.44078326225281,2023-12-09 13:33:43.291656,9.375,6.0546875
2,11,159082.16,1010.98376,14.746094,16.652103424072266,2023-12-09 13:34:00.245343,11.816406,8.300781
3,21,185563.31,1010.98376,17.089844,16.48409938812256,2023-12-09 13:34:17.022635,13.769531,9.082031
4,31,198531.4,1017.6379,18.066406,16.647998809814453,2023-12-09 13:34:33.960289,14.160156,10.449219
5,41,212108.9,1017.6379,19.140625,16.609534740447998,2023-12-09 13:34:50.861925,15.0390625,10.15625
6,51,220885.36,1017.71643,19.726562,15.89425253868103,2023-12-09 13:35:07.049878,15.136719,11.71875
7,61,237143.28,1017.71643,20.898438,16.430748224258423,2023-12-09 13:35:23.753457,16.796875,12.5
8,71,247488.34,1017.71643,21.582031,15.674933433532715,2023-12-09 13:35:39.720203,17.089844,12.597656
9,81,259390.97,1017.71643,22.460938,16.183651208877563,2023-12-09 13:35:56.177415,17.285156,13.4765625
10,91,272526.9,1017.9058,23.535156,15.719022274017334,2023-12-09 13:36:12.192203,17.578125,14.0625
11,101,283300.53,1017.9058,24.414062,15.364253520965576,2023-12-09 13:36:27.832110,18.457031,14.746094
12,111,295102.34,1017.9058,25.390625,15.308805704116821,2023-12-09 13:36:43.412022,18.847656,15.136719
13,121,303145.56,1017.9058,26.074219,15.347788572311401,2023-12-09 13:36:59.031176,19.921875,15.136719
14,131,308056.06,1020.0233,26.367188,15.540786504745483,2023-12-09 13:37:14.844881,20.019531,14.941406
15,141,314915.16,1020.0233,26.660156,15.377249240875244,2023-12-09 13:37:30.496001,20.605469,15.136719
16,151,318295.25,1020.0233,26.757812,15.347784757614136,2023-12-09 13:37:46.117261,20.996094,14.6484375
17,161,327160.2,1063.9353,27.34375,15.395421981811523,2023-12-09 13:38:01.783986,21.679688,15.0390625
18,171,329482.88,1079.187,27.34375,15.41822862625122,2023-12-09 13:38:17.478756,21.777344,14.84375
19,181,334044.78,1079.187,27.636719,15.42049503326416,2023-12-09 13:38:33.176261,22.070312,14.453125
20,191,340221.38,1079.187,27.929688,15.399808406829834,2023-12-09 13:38:48.854590,22.851562,14.941406
21,201,345523.88,1177.4236,28.125,15.383304119110107,2023-12-09 13:39:04.516890,22.265625,15.4296875
22,211,351058.4,1177.4236,28.417969,15.41735053062439,2023-12-09 13:39:20.213206,22.949219,15.917969
23,221,355231.53,1177.4236,28.613281,15.348647356033325,2023-12-09 13:39:35.836814,23.144531,16.210938
24,231,360457.56,1177.4236,28.710938,15.46385908126831,2023-12-09 13:39:51.576139,23.144531,16.113281
25,241,363835.38,1177.4236,28.808594,15.363512516021729,2023-12-09 13:40:07.215787,23.242188,16.113281
26,251,367682.6,1177.4236,28.90625,15.4424569606781,2023-12-09 13:40:22.933167,23.144531,16.503906
27,261,373653.62,1177.4236,29.199219,15.396551370620728,2023-12-09 13:40:38.604527,23.4375,16.40625
28,271,379252.72,1177.4236,29.589844,15.42452883720398,2023-12-09 13:40:54.303759,23.828125,17.089844
29,281,383865.62,1177.4236,29.882812,15.341485023498535,2023-12-09 13:41:09.920264,24.121094,17.382812
30,291,391228.16,1267.3389,30.273438,15.477182865142822,2023-12-09 13:41:25.669188,24.21875,17.480469
31,301,398815.62,1267.3389,30.566406,15.395002603530884,2023-12-09 13:41:41.339932,24.21875,17.285156
32,311,404017.78,1267.3389,30.761719,15.42788028717041,2023-12-09 13:41:57.044690,24.414062,17.382812
33,321,411757.38,1267.3389,31.054688,15.374743461608887,2023-12-09 13:42:12.693327,25.0,17.1875
34,331,413237.47,1267.3389,31.054688,15.413453340530396,2023-12-09 13:42:28.383135,25.0,17.382812
35,341,415590.1,1267.3389,31.152344,15.439247608184814,2023-12-09 13:42:44.093458,24.511719,17.285156
36,351,419456.7,1267.3389,31.25,15.421954870223999,2023-12-09 13:42:59.792200,25.0,17.675781
37,361,422240.25,1267.3389,31.347656,15.458774328231812,2023-12-09 13:43:15.530653,24.707031,17.773438
38,371,424813.88,1267.3389,31.445312,15.46351170539856,2023-12-09 13:43:31.267536,24.902344,17.773438
39,381,426416.56,1267.3389,31.542969,15.410667896270752,2023-12-09 13:43:46.953568,24.804688,17.773438
40,391,435158.75,1267.3389,32.128906,15.634119749069214,2023-12-09 13:44:02.863530,25.488281,18.066406
41,401,438944.2,1267.3389,32.421875,15.544979572296143,2023-12-09 13:44:18.684144,25.585938,18.261719
42,411,441161.28,1267.3389,32.51953,15.509987831115723,2023-12-09 13:44:34.469808,25.683594,18.261719
43,421,443907.75,1267.3389,32.617188,15.46238088607788,2023-12-09 13:44:50.206689,25.878906,18.261719
44,431,446984.28,1267.3389,32.714844,15.35298776626587,2023-12-09 13:45:05.834900,25.878906,17.96875
45,441,448084.28,1267.3389,32.714844,15.35795521736145,2023-12-09 13:45:21.467125,26.074219,18.066406
46,451,450722.25,1267.3389,32.910156,15.460074186325073,2023-12-09 13:45:37.203440,26.171875,18.164062
47,461,453986.56,1267.3389,33.10547,15.424911737442017,2023-12-09 13:45:52.906365,26.074219,18.164062
48,471,458179.7,1267.3389,33.30078,15.452917098999023,2023-12-09 13:46:08.635895,26.171875,18.261719
49,481,463811.8,1267.3389,33.691406,15.443832159042358,2023-12-09 13:46:24.354922,26.367188,18.457031
50,491,465604.25,1267.3389,33.691406,15.4837167263031,2023-12-09 13:46:40.112613,26.464844,18.359375
51,501,468094.38,1267.3389,33.789062,15.488016128540039,2023-12-09 13:46:55.877928,26.074219,18.066406
52,511,470524.06,1267.346,33.88672,15.60317087173462,2023-12-09 13:47:11.818611,25.976562,18.261719
53,521,472891.47,1267.346,33.984375,15.579121589660645,2023-12-09 13:47:27.673419,26.074219,18.359375
54,531,477550.3,1267.346,34.375,15.731829643249512,2023-12-09 13:47:43.701194,26.171875,18.652344
55,541,479800.03,1267.346,34.570312,15.621055126190186,2023-12-09 13:47:59.598644,26.269531,19.042969
56,551,482271.78,1267.346,34.570312,15.510393142700195,2023-12-09 13:48:15.382514,26.367188,19.042969
57,561,484920.47,1267.346,34.66797,15.68014121055603,2023-12-09 13:48:31.335154,26.660156,18.945312
58,571,486224.34,1267.346,34.66797,15.57825779914856,2023-12-09 13:48:47.189444,26.367188,18.847656
59,581,490252.9,1267.346,34.960938,15.54111361503601,2023-12-09 13:49:03.006994,26.171875,18.945312
60,591,495093.9,1267.346,35.253906,15.681171417236328,2023-12-09 13:49:18.964942,26.464844,19.238281
61,601,497684.66,1267.346,35.44922,15.481820106506348,2023-12-09 13:49:34.720837,26.953125,19.140625
62,611,499289.78,1267.346,35.546875,15.370409965515137,2023-12-09 13:49:50.368457,26.660156,19.238281
63,621,501855.88,1267.346,35.742188,15.508740425109863,2023-12-09 13:50:06.152334,26.660156,19.238281
64,631,505302.12,1267.346,35.9375,15.457874298095703,2023-12-09 13:50:21.885423,26.660156,19.53125
65,641,509291.0,1267.346,36.132812,15.496612548828125,2023-12-09 13:50:37.655311,26.855469,19.824219
66,651,513406.16,1267.346,36.328125,15.62885332107544,2023-12-09 13:50:53.559460,26.855469,20.019531
67,661,516724.12,1267.346,36.42578,15.576730012893677,2023-12-09 13:51:09.412058,27.148438,19.921875
68,671,517377.62,1267.346,36.42578,15.628345966339111,2023-12-09 13:51:25.318288,27.34375,19.628906
69,681,520338.75,1267.346,36.523438,15.591535568237305,2023-12-09 13:51:41.184437,27.734375,19.824219
70,691,523422.3,1267.346,36.71875,15.66733431816101,2023-12-09 13:51:57.129582,27.539062,19.921875
71,701,527009.4,1267.346,36.914062,15.449565649032593,2023-12-09 13:52:12.852927,27.539062,20.117188
72,711,528161.25,1267.346,37.01172,15.383712768554688,2023-12-09 13:52:28.510871,27.636719,20.117188
73,721,529924.44,1267.346,37.109375,15.380708694458008,2023-12-09 13:52:44.165269,27.539062,20.214844
74,731,531152.1,1267.346,37.109375,15.39136004447937,2023-12-09 13:52:59.832390,27.148438,20.410156
75,741,535222.4,1267.346,37.402344,15.395750284194946,2023-12-09 13:53:15.506751,27.636719,20.898438
