loop,iteration,max_fitness,time,current_time
1,1,513.6619,34.14611053466797,2023-12-11 15:32:32.112534
2,11,693.099,14.936721086502075,2023-12-11 15:32:47.050984
3,21,693.099,14.93765664100647,2023-12-11 15:33:01.990436
4,31,963.02637,14.883292198181152,2023-12-11 15:33:16.875566
5,41,963.02637,14.809330463409424,2023-12-11 15:33:31.686729
6,51,963.02637,14.974393844604492,2023-12-11 15:33:46.662976
7,61,963.02637,14.915267944335938,2023-12-11 15:34:01.580097
8,71,1003.1544,14.79630160331726,2023-12-11 15:34:16.378280
9,81,1003.1544,15.049288988113403,2023-12-11 15:34:31.429425
10,91,1003.1544,15.047038555145264,2023-12-11 15:34:46.478259
11,101,1003.1544,15.009541273117065,2023-12-11 15:35:01.489613
12,111,1003.1544,14.916605710983276,2023-12-11 15:35:16.408015
13,121,1003.1544,14.925218105316162,2023-12-11 15:35:31.335057
14,131,1003.1544,15.03483772277832,2023-12-11 15:35:46.371719
15,141,1003.1544,15.028056144714355,2023-12-11 15:36:01.401590
16,151,1003.1544,14.720426082611084,2023-12-11 15:36:16.123866
17,161,1003.1544,14.708675861358643,2023-12-11 15:36:30.834420
18,171,1003.1544,14.965156316757202,2023-12-11 15:36:45.801417
19,181,1003.1544,14.89952278137207,2023-12-11 15:37:00.702741
20,191,1003.1544,14.84844970703125,2023-12-11 15:37:15.552986
21,201,1003.1544,14.871294021606445,2023-12-11 15:37:30.426113
22,211,1003.1544,14.762787342071533,2023-12-11 15:37:45.190738
23,221,1003.1544,14.999743938446045,2023-12-11 15:38:00.192282
24,231,1003.1544,14.836934804916382,2023-12-11 15:38:15.031039
25,241,1003.1544,14.933950185775757,2023-12-11 15:38:29.966767
26,251,1003.1544,14.954736709594727,2023-12-11 15:38:44.923285
27,261,1003.1544,14.9526948928833,2023-12-11 15:38:59.877723
28,271,1003.1544,14.84831976890564,2023-12-11 15:39:14.727807
29,281,1003.1544,14.888015270233154,2023-12-11 15:39:29.617607
30,291,1003.1544,14.849593162536621,2023-12-11 15:39:44.468939
31,301,1003.1544,14.796736240386963,2023-12-11 15:39:59.267491
32,311,1003.1544,14.850354671478271,2023-12-11 15:40:14.119684
33,321,1003.1544,14.824429512023926,2023-12-11 15:40:28.945935
34,331,1003.1544,14.874444246292114,2023-12-11 15:40:43.822160
35,341,1003.1544,14.945887565612793,2023-12-11 15:40:58.769851
36,351,1003.1544,14.901079654693604,2023-12-11 15:41:13.672745
37,361,1003.1544,14.898791313171387,2023-12-11 15:41:28.573363
38,371,1003.1544,14.89219355583191,2023-12-11 15:41:43.467365
39,381,1020.83386,14.914550542831421,2023-12-11 15:41:58.383747
40,391,1020.83386,14.970028638839722,2023-12-11 15:42:13.355613
41,401,1020.83386,15.008013248443604,2023-12-11 15:42:28.365473
42,411,1020.83386,14.8767991065979,2023-12-11 15:42:43.244071
43,421,1020.83386,14.761917352676392,2023-12-11 15:42:58.007825
44,431,1020.83386,14.752505540847778,2023-12-11 15:43:12.762166
45,441,1020.83386,14.679941892623901,2023-12-11 15:43:27.443920
46,451,1020.83386,14.832091093063354,2023-12-11 15:43:42.277807
47,461,1020.83386,14.901623964309692,2023-12-11 15:43:57.181239
48,471,1020.83386,14.936365842819214,2023-12-11 15:44:12.119426
49,481,1020.83386,14.856879234313965,2023-12-11 15:44:26.978134
50,491,1020.83386,14.80695104598999,2023-12-11 15:44:41.786902
51,501,1020.83386,14.834744930267334,2023-12-11 15:44:56.623481
52,511,1020.83386,14.830810070037842,2023-12-11 15:45:11.456146
53,521,1020.83386,14.792779445648193,2023-12-11 15:45:26.250772
54,531,1020.83386,14.849190950393677,2023-12-11 15:45:41.101772
55,541,1020.83386,14.811503410339355,2023-12-11 15:45:55.915079
56,551,1020.83386,14.857732772827148,2023-12-11 15:46:10.774593
57,561,1020.83386,14.824710607528687,2023-12-11 15:46:25.601107
58,571,1020.83386,14.903963565826416,2023-12-11 15:46:40.506890
59,581,1020.83386,14.923110723495483,2023-12-11 15:46:55.431804
60,591,1020.83386,14.978852033615112,2023-12-11 15:47:10.412488
61,601,1020.83386,14.864718675613403,2023-12-11 15:47:25.279048
62,611,1020.83386,14.903682708740234,2023-12-11 15:47:40.184512
