loop,iteration,qd_score,max_fitness,coverage,time,current_time,coverage1,coverage2
1,1,-23482.39,-150.83752,4.1015625,11.976563930511475,2023-12-15 00:45:40.314534,3.0273438,2.9296875
2,11,-27176.512,-147.32695,4.8828125,5.142670631408691,2023-12-15 00:45:45.849209,3.7109375,3.515625
3,21,-32577.404,-139.78006,5.9570312,5.217811346054077,2023-12-15 00:45:51.429152,3.8085938,4.3945312
4,31,-37477.938,-137.2757,6.9335938,5.228134632110596,2023-12-15 00:45:57.067222,4.296875,4.9804688
5,41,-40346.04,-137.2757,7.5195312,5.42057466506958,2023-12-15 00:46:02.834243,4.7851562,5.46875
6,51,-44741.836,-137.2757,8.203125,5.274496793746948,2023-12-15 00:46:08.462645,5.3710938,5.5664062
7,61,-47418.273,-137.2757,8.691406,5.17231559753418,2023-12-15 00:46:13.953829,5.6640625,5.9570312
8,71,-48033.96,-137.2757,8.7890625,5.252641677856445,2023-12-15 00:46:19.528866,5.7617188,6.0546875
9,81,-48706.188,-137.2757,8.886719,5.425535440444946,2023-12-15 00:46:25.288239,5.859375,6.1523438
10,91,-49780.812,-132.88995,9.277344,5.256783485412598,2023-12-15 00:46:30.914839,6.1523438,6.3476562
11,101,-51938.836,-132.88995,9.667969,5.319636344909668,2023-12-15 00:46:36.680872,6.25,7.03125
12,111,-52655.062,-132.88995,9.863281,5.203460454940796,2023-12-15 00:46:42.215582,6.4453125,7.1289062
13,121,-54912.06,-132.88995,10.3515625,5.322357892990112,2023-12-15 00:46:47.908901,6.640625,7.3242188
14,131,-56597.117,-132.88995,10.546875,5.406769752502441,2023-12-15 00:46:53.682424,6.640625,7.5195312
15,141,-57851.227,-132.88995,10.7421875,5.436081647872925,2023-12-15 00:46:59.459544,7.03125,7.5195312
16,151,-58826.773,-132.88995,11.035156,5.3283092975616455,2023-12-15 00:47:05.128807,7.3242188,8.105469
17,161,-60381.17,-132.88995,11.230469,5.215811014175415,2023-12-15 00:47:10.677172,7.5195312,8.300781
18,171,-63561.945,-132.88995,11.71875,5.4075517654418945,2023-12-15 00:47:16.517025,7.7148438,8.691406
19,181,-65317.258,-132.88995,12.011719,5.18184494972229,2023-12-15 00:47:22.103135,7.7148438,9.1796875
20,191,-65979.336,-132.88995,12.109375,5.260035037994385,2023-12-15 00:47:27.700830,7.9101562,9.277344
21,201,-67406.63,-132.88995,12.402344,5.37926983833313,2023-12-15 00:47:33.399455,8.105469,9.5703125
22,211,-67804.08,-132.88995,12.5,5.492326974868774,2023-12-15 00:47:39.213259,8.105469,9.667969
23,221,-69115.91,-132.88995,12.6953125,5.326725721359253,2023-12-15 00:47:45.019367,7.9101562,9.667969
24,231,-69809.484,-132.88995,12.890625,5.453198194503784,2023-12-15 00:47:50.844883,8.0078125,9.667969
25,241,-70307.734,-132.88995,12.988281,5.10052752494812,2023-12-15 00:47:56.306601,8.203125,9.765625
26,251,-70426.21,-132.88995,13.0859375,5.219670295715332,2023-12-15 00:48:01.925831,8.300781,9.5703125
27,261,-70751.04,-132.88995,13.183594,5.3342671394348145,2023-12-15 00:48:07.779069,8.300781,9.277344
28,271,-71315.87,-132.88995,13.28125,5.066370487213135,2023-12-15 00:48:13.216607,8.3984375,9.375
29,281,-72129.72,-132.88995,13.4765625,5.272814512252808,2023-12-15 00:48:18.803833,8.203125,9.472656
30,291,-73300.336,-132.88995,13.671875,5.321789264678955,2023-12-15 00:48:24.459236,8.300781,9.277344
31,301,-76732.02,-132.88995,14.160156,5.3495543003082275,2023-12-15 00:48:30.145097,8.59375,9.863281
32,311,-78000.74,-132.88995,14.355469,5.322760343551636,2023-12-15 00:48:35.790844,8.7890625,9.9609375
33,321,-78489.125,-132.88995,14.550781,5.26819634437561,2023-12-15 00:48:41.381900,8.7890625,10.546875
34,331,-80662.29,-132.88995,14.84375,5.254669427871704,2023-12-15 00:48:46.959789,8.984375,10.839844
35,341,-82188.56,-132.88995,15.0390625,5.2744293212890625,2023-12-15 00:48:52.556551,9.082031,10.7421875
36,351,-82888.66,-132.88995,15.136719,5.306169509887695,2023-12-15 00:48:58.184841,9.1796875,10.644531
37,361,-82948.2,-132.88995,15.234375,5.232045650482178,2023-12-15 00:49:03.766791,9.1796875,10.839844
38,371,-82858.27,-132.88995,15.234375,5.421292543411255,2023-12-15 00:49:09.615497,9.1796875,10.644531
39,381,-84939.22,-132.88995,15.625,5.407209157943726,2023-12-15 00:49:15.381707,9.277344,11.035156
40,391,-86611.28,-132.85321,15.8203125,5.305182933807373,2023-12-15 00:49:21.054455,9.472656,11.035156
41,401,-87741.06,-132.85321,16.015625,5.3391313552856445,2023-12-15 00:49:26.723182,9.472656,11.230469
42,411,-87636.57,-132.85321,16.015625,5.313751697540283,2023-12-15 00:49:32.400762,9.472656,11.230469
43,421,-87528.81,-132.85321,16.015625,5.2869179248809814,2023-12-15 00:49:38.014650,9.375,11.1328125
44,431,-88879.98,-132.85321,16.210938,5.285179853439331,2023-12-15 00:49:43.632311,9.375,11.5234375
45,441,-90480.33,-132.85321,16.40625,5.259654521942139,2023-12-15 00:49:49.285349,9.472656,11.5234375
46,451,-92407.43,-132.85321,16.699219,5.297348499298096,2023-12-15 00:49:54.904606,9.863281,11.5234375
47,461,-92383.484,-132.85321,16.699219,5.313789367675781,2023-12-15 00:50:00.554081,9.863281,11.425781
48,471,-94435.44,-132.85321,16.992188,5.256053686141968,2023-12-15 00:50:06.166067,9.9609375,11.816406
49,481,-94346.375,-132.85321,16.992188,5.384155035018921,2023-12-15 00:50:11.929299,9.863281,11.71875
50,491,-95301.06,-132.85321,17.1875,5.276116371154785,2023-12-15 00:50:17.543577,9.9609375,11.816406
51,501,-95947.11,-132.85321,17.285156,5.27605938911438,2023-12-15 00:50:23.145033,9.9609375,11.9140625
52,511,-96816.61,-132.85321,17.480469,5.315462589263916,2023-12-15 00:50:28.825221,10.253906,11.9140625
53,521,-97517.37,-132.85321,17.578125,5.183610677719116,2023-12-15 00:50:34.352565,10.449219,12.011719
54,531,-98429.81,-132.85321,17.773438,5.284531354904175,2023-12-15 00:50:39.960514,10.839844,12.207031
55,541,-99503.03,-132.85321,17.96875,5.285850286483765,2023-12-15 00:50:45.652585,10.9375,11.71875
56,551,-99349.11,-132.85321,17.96875,5.170547008514404,2023-12-15 00:50:51.164617,11.1328125,11.71875
57,561,-100814.31,-132.85321,18.164062,5.209974765777588,2023-12-15 00:50:56.710884,11.328125,11.5234375
58,571,-100648.98,-132.85321,18.261719,5.311826705932617,2023-12-15 00:51:02.361746,11.5234375,11.5234375
59,581,-102663.89,-132.85321,18.554688,5.41541862487793,2023-12-15 00:51:08.144216,11.71875,11.621094
60,591,-103179.89,-132.85321,18.75,5.307351589202881,2023-12-15 00:51:13.786756,11.816406,11.9140625
61,601,-103169.81,-132.85321,18.75,5.346138954162598,2023-12-15 00:51:19.455957,11.816406,12.011719
62,611,-103104.69,-132.85321,18.75,5.158547639846802,2023-12-15 00:51:24.938562,11.816406,12.207031
63,621,-103401.375,-132.85321,18.847656,5.335701942443848,2023-12-15 00:51:30.596764,11.71875,12.402344
64,631,-105217.97,-132.85321,19.042969,5.275440692901611,2023-12-15 00:51:36.193927,11.9140625,12.6953125
65,641,-107351.766,-132.85321,19.433594,5.210129499435425,2023-12-15 00:51:41.735144,12.109375,12.792969
66,651,-107298.09,-132.85321,19.433594,5.325140476226807,2023-12-15 00:51:47.457500,12.207031,12.890625
