loop,iteration,qd_score1,max_fitness,coverage1,time,current_time,qd_score2,coverage2
1,1,4895.184,-72.86926,6.1523438,8.908468961715698,2023-12-14 18:09:09.863436,10230.247,10.839844
2,11,6814.414,-72.86926,8.300781,0.34369778633117676,2023-12-14 18:09:10.808311,15501.537,14.6484375
3,21,8605.046,-69.05699,10.253906,0.35959768295288086,2023-12-14 18:09:11.788855,20057.387,16.308594
4,31,10195.645,-69.05699,11.71875,0.3535573482513428,2023-12-14 18:09:12.743478,23008.92,18.066406
5,41,11921.109,-68.27223,13.28125,0.3829512596130371,2023-12-14 18:09:13.731909,25742.738,19.335938
6,51,13770.449,-68.27223,14.84375,0.3374342918395996,2023-12-14 18:09:14.673936,27829.004,20.410156
7,61,15457.652,-67.24507,16.601562,0.3363168239593506,2023-12-14 18:09:15.615229,29743.459,21.582031
8,71,16491.121,-67.24507,17.480469,0.3368716239929199,2023-12-14 18:09:16.545769,30948.39,22.753906
9,81,17402.875,-67.24507,18.261719,0.3377556800842285,2023-12-14 18:09:17.483440,32661.732,24.023438
10,91,18125.895,-67.24507,19.042969,0.33675622940063477,2023-12-14 18:09:18.413950,34196.805,25.488281
11,101,18885.084,-67.24507,19.726562,0.356245756149292,2023-12-14 18:09:19.396993,36125.414,26.855469
12,111,19721.457,-67.24507,20.703125,0.3379018306732178,2023-12-14 18:09:20.327412,37482.848,27.636719
13,121,20272.275,-67.24507,21.289062,0.33698177337646484,2023-12-14 18:09:21.257958,38640.582,28.320312
14,131,21162.064,-67.24507,21.972656,0.3381197452545166,2023-12-14 18:09:22.186497,39477.203,28.710938
15,141,22090.674,-67.24507,22.65625,0.34413719177246094,2023-12-14 18:09:23.123694,40083.89,29.003906
16,151,22905.531,-67.220795,23.4375,0.3659837245941162,2023-12-14 18:09:24.084335,40938.383,29.394531
17,161,23157.129,-67.220795,23.632812,0.33829545974731445,2023-12-14 18:09:25.019747,41648.82,29.6875
18,171,23974.133,-67.220795,24.511719,0.3387436866760254,2023-12-14 18:09:25.952564,42155.32,29.882812
19,181,24568.734,-67.220795,25.0,0.37543272972106934,2023-12-14 18:09:26.923710,42800.19,30.371094
20,191,25015.387,-67.220795,25.488281,0.33948683738708496,2023-12-14 18:09:27.857578,43366.41,30.566406
21,201,26051.965,-67.220795,26.367188,0.3361222743988037,2023-12-14 18:09:28.800365,44117.637,30.859375
22,211,26234.766,-67.220795,26.5625,0.3372683525085449,2023-12-14 18:09:29.735482,44732.027,31.054688
23,221,26712.906,-67.21231,26.953125,0.3355553150177002,2023-12-14 18:09:30.668370,45385.68,31.640625
24,231,27398.525,-67.21231,27.539062,0.3361506462097168,2023-12-14 18:09:31.594935,45875.906,31.933594
25,241,28150.496,-67.21231,28.222656,0.3374495506286621,2023-12-14 18:09:32.533477,46691.97,32.226562
26,251,28612.006,-67.21231,28.710938,0.33710145950317383,2023-12-14 18:09:33.462932,47764.418,33.10547
27,261,29197.283,-67.21231,29.199219,0.362415075302124,2023-12-14 18:09:34.420029,48288.383,33.30078
28,271,29670.508,-67.21231,29.589844,0.36491870880126953,2023-12-14 18:09:35.378558,48726.008,33.59375
29,281,30048.785,-67.21231,29.882812,0.34027695655822754,2023-12-14 18:09:36.319835,49168.29,33.88672
30,291,30265.38,-67.21231,30.078125,0.34223079681396484,2023-12-14 18:09:37.258839,49462.15,34.179688
31,301,30646.102,-67.21231,30.46875,0.36240601539611816,2023-12-14 18:09:38.216324,50095.695,34.375
32,311,31528.594,-67.21231,31.25,0.393963098526001,2023-12-14 18:09:39.227808,50591.184,34.66797
33,321,31854.457,-67.21231,31.542969,0.3374161720275879,2023-12-14 18:09:40.169962,51106.645,34.86328
34,331,32327.572,-67.21231,31.933594,0.3379385471343994,2023-12-14 18:09:41.101715,51768.52,35.351562
35,341,32961.14,-67.21231,32.421875,0.35085177421569824,2023-12-14 18:09:42.056589,52081.406,35.546875
36,351,33158.03,-67.21231,32.617188,0.36435580253601074,2023-12-14 18:09:43.106261,52666.176,35.839844
37,361,33725.16,-67.21231,33.007812,0.33766984939575195,2023-12-14 18:09:44.072344,53543.793,36.132812
38,371,34537.242,-67.21231,33.59375,0.365999698638916,2023-12-14 18:09:45.049643,53838.363,36.23047
39,381,34900.0,-67.21231,33.88672,0.34018564224243164,2023-12-14 18:09:45.993443,54459.16,36.621094
40,391,35075.74,-67.21231,33.984375,0.33733153343200684,2023-12-14 18:09:46.938056,54773.22,36.816406
41,401,35331.29,-67.21231,34.277344,0.34169650077819824,2023-12-14 18:09:47.886057,55238.98,36.816406
42,411,35652.613,-67.21231,34.570312,0.3375511169433594,2023-12-14 18:09:48.828792,55524.977,36.914062
43,421,36404.63,-67.21231,35.253906,0.3813588619232178,2023-12-14 18:09:49.811595,55658.09,37.01172
44,431,36712.766,-67.21231,35.44922,0.33624744415283203,2023-12-14 18:09:50.859903,55929.4,37.20703
45,441,37340.652,-67.21231,35.9375,0.35083508491516113,2023-12-14 18:09:51.803125,56137.996,37.402344
46,451,37501.457,-67.21231,36.132812,0.3414595127105713,2023-12-14 18:09:52.748762,56404.7,37.695312
47,461,37632.312,-67.21231,36.23047,0.3660881519317627,2023-12-14 18:09:53.720044,57039.5,37.79297
48,471,38224.227,-67.21231,36.816406,0.33944058418273926,2023-12-14 18:09:54.664480,57152.35,37.890625
49,481,38471.004,-67.21231,37.109375,0.3568143844604492,2023-12-14 18:09:55.623481,57551.1,38.085938
50,491,38685.56,-67.21231,37.402344,0.337388277053833,2023-12-14 18:09:56.569930,57810.98,38.183594
51,501,39322.227,-67.21231,37.890625,0.33815789222717285,2023-12-14 18:09:57.512988,58315.21,38.476562
52,511,39507.598,-67.21231,37.98828,0.33864474296569824,2023-12-14 18:09:58.456110,58696.477,38.76953
53,521,39687.26,-67.21231,38.183594,0.3400247097015381,2023-12-14 18:09:59.438214,58856.24,38.76953
54,531,39887.43,-67.21231,38.378906,0.3570742607116699,2023-12-14 18:10:00.403649,59054.793,38.964844
55,541,40104.523,-67.21231,38.57422,0.33821868896484375,2023-12-14 18:10:01.348953,59344.727,38.964844
56,551,40394.832,-67.21231,38.867188,0.351879358291626,2023-12-14 18:10:02.308785,59822.547,39.257812
57,561,40870.457,-67.21231,39.257812,0.4009263515472412,2023-12-14 18:10:03.331366,60009.305,39.35547
58,571,41007.46,-67.21231,39.453125,0.3389461040496826,2023-12-14 18:10:04.336330,60268.29,39.55078
59,581,41089.855,-67.21231,39.55078,0.34035253524780273,2023-12-14 18:10:05.276737,60558.09,39.746094
60,591,41430.57,-48.884243,39.941406,0.3544039726257324,2023-12-14 18:10:06.236655,60800.18,39.941406
61,601,42132.086,-48.884243,40.527344,0.34105873107910156,2023-12-14 18:10:07.182825,60953.418,40.13672
62,611,42332.402,-48.884243,40.722656,0.34104037284851074,2023-12-14 18:10:08.132271,61030.383,40.234375
63,621,42702.402,-48.884243,41.11328,0.3411753177642822,2023-12-14 18:10:09.075159,61312.465,40.429688
64,631,43047.195,-48.884243,41.40625,0.34155964851379395,2023-12-14 18:10:10.025860,61545.25,40.625
65,641,43069.25,-48.884243,41.40625,0.34063124656677246,2023-12-14 18:10:10.967066,61956.508,40.625
66,651,43325.26,-48.884243,41.601562,0.36099982261657715,2023-12-14 18:10:11.931885,61984.875,40.625
67,661,43374.797,-48.884243,41.69922,0.34259724617004395,2023-12-14 18:10:12.872546,62289.43,40.625
68,671,43462.75,-48.884243,41.796875,0.3561131954193115,2023-12-14 18:10:13.835406,62375.156,40.625
69,681,43568.12,-48.884243,41.89453,0.3398404121398926,2023-12-14 18:10:14.799400,62703.848,41.015625
70,691,43661.34,-48.884243,41.992188,0.35996389389038086,2023-12-14 18:10:15.755995,62789.098,41.11328
71,701,43678.23,-48.884243,41.992188,0.3393056392669678,2023-12-14 18:10:16.695178,63001.824,41.308594
72,711,43773.465,-48.884243,42.089844,0.34028196334838867,2023-12-14 18:10:17.636794,63165.793,41.308594
73,721,43791.023,-48.884243,42.089844,0.34061574935913086,2023-12-14 18:10:18.574888,63418.684,41.308594
74,731,43833.855,-48.884243,42.089844,0.38773536682128906,2023-12-14 18:10:19.563224,63561.215,41.308594
75,741,44110.48,-48.884243,42.285156,0.3422963619232178,2023-12-14 18:10:20.506880,63714.094,41.308594
76,751,44498.598,-48.884243,42.48047,0.340334415435791,2023-12-14 18:10:21.454115,63866.695,41.40625
77,761,44789.19,-48.884243,42.773438,0.3395512104034424,2023-12-14 18:10:22.397012,64131.684,41.503906
78,771,44789.746,-48.884243,42.773438,0.33973217010498047,2023-12-14 18:10:23.342137,64235.414,41.503906
79,781,44829.266,-48.884243,42.773438,0.3401522636413574,2023-12-14 18:10:24.289626,64457.63,41.601562
80,791,44866.316,-48.884243,42.773438,0.34971141815185547,2023-12-14 18:10:25.247275,64808.418,41.796875
81,801,44887.26,-48.884243,42.773438,0.3398103713989258,2023-12-14 18:10:26.189777,65027.824,41.992188
82,811,44900.15,-48.884243,42.773438,0.3382689952850342,2023-12-14 18:10:27.134132,65322.164,42.089844
83,821,45160.01,-48.884243,42.96875,0.34105491638183594,2023-12-14 18:10:28.135122,65350.02,42.089844
84,831,45213.188,-48.884243,42.96875,0.3392324447631836,2023-12-14 18:10:29.077965,65412.35,42.1875
85,841,45614.79,-48.884243,43.26172,0.3542757034301758,2023-12-14 18:10:30.040087,65603.664,42.382812
86,851,45618.17,-48.884243,43.26172,0.36426520347595215,2023-12-14 18:10:31.007241,65740.63,42.48047
87,861,45646.625,-48.884243,43.26172,0.34177422523498535,2023-12-14 18:10:31.951211,65907.18,42.578125
88,871,45849.25,-48.884243,43.45703,0.35296201705932617,2023-12-14 18:10:32.906545,66210.39,42.871094
89,881,46012.93,-48.884243,43.652344,0.38892650604248047,2023-12-14 18:10:33.898316,66446.7,42.871094
90,891,46722.984,-48.884243,44.140625,0.33772826194763184,2023-12-14 18:10:34.836917,66481.81,42.871094
91,901,46804.64,-48.884243,44.23828,0.3381476402282715,2023-12-14 18:10:35.782100,66556.46,42.871094
92,911,47155.54,-48.884243,44.53125,0.3392751216888428,2023-12-14 18:10:36.729502,66733.42,43.066406
93,921,47285.47,-48.884243,44.726562,0.33983659744262695,2023-12-14 18:10:37.677245,66785.95,43.066406
94,931,47532.312,-48.884243,44.921875,0.33927345275878906,2023-12-14 18:10:38.620607,67078.55,43.164062
95,941,47581.902,-48.884243,45.01953,0.33893704414367676,2023-12-14 18:10:39.566122,67186.664,43.26172
96,951,47587.47,-48.884243,45.01953,0.3838775157928467,2023-12-14 18:10:40.550916,67318.42,43.359375
97,961,47731.773,-48.884243,45.117188,0.35773634910583496,2023-12-14 18:10:41.507592,67543.45,43.554688
98,971,47733.92,-48.884243,45.117188,0.34020280838012695,2023-12-14 18:10:42.448497,67601.516,43.554688
99,981,47947.715,-48.884243,45.3125,0.37140464782714844,2023-12-14 18:10:43.423334,67861.17,43.554688
100,991,47947.715,-48.884243,45.3125,0.33960604667663574,2023-12-14 18:10:44.365071,67993.78,43.554688
101,1001,47972.45,-48.884243,45.3125,0.35315680503845215,2023-12-14 18:10:45.319931,68141.39,43.652344
102,1011,48339.832,-48.884243,45.60547,0.33959341049194336,2023-12-14 18:10:46.261279,68222.43,43.652344
103,1021,48395.723,-48.884243,45.60547,0.3383030891418457,2023-12-14 18:10:47.202917,68240.26,43.652344
104,1031,48552.086,-48.884243,45.703125,0.33995914459228516,2023-12-14 18:10:48.164685,68274.49,43.652344
105,1041,48579.03,-48.884243,45.703125,0.3798644542694092,2023-12-14 18:10:49.152756,68311.836,43.652344
106,1051,49065.285,-48.884243,46.09375,0.3382608890533447,2023-12-14 18:10:50.160053,68504.2,43.652344
107,1061,49475.36,-48.884243,46.38672,0.3570518493652344,2023-12-14 18:10:51.118495,68741.03,43.847656
108,1071,49622.84,-48.884243,46.484375,0.33800220489501953,2023-12-14 18:10:52.060141,68759.96,43.847656
109,1081,49629.355,-48.884243,46.484375,0.339322566986084,2023-12-14 18:10:53.009161,68854.836,43.945312
110,1091,49723.645,-48.884243,46.58203,0.33867573738098145,2023-12-14 18:10:53.958569,69139.37,44.23828
111,1101,49840.273,-48.884243,46.679688,0.35343432426452637,2023-12-14 18:10:54.931782,69368.82,44.433594
112,1111,50051.242,-48.884243,46.875,0.35974597930908203,2023-12-14 18:10:55.895092,69527.695,44.53125
113,1121,50106.22,-48.884243,46.875,0.35005736351013184,2023-12-14 18:10:56.849443,69786.09,44.628906
114,1131,50253.457,-48.884243,46.972656,0.3719789981842041,2023-12-14 18:10:57.818921,69902.984,44.628906
115,1141,50255.914,-48.884243,46.972656,0.34140491485595703,2023-12-14 18:10:58.783502,69992.914,44.628906
