loop,iteration,max_fitness,time,current_time
1,1,0.6112119,6.659249782562256,2023-12-11 14:57:24.026912
2,11,0.6112119,0.965660810470581,2023-12-11 14:57:24.994868
3,21,0.6112119,1.0757033824920654,2023-12-11 14:57:26.072775
4,31,0.6112119,1.0147440433502197,2023-12-11 14:57:27.090098
5,41,0.6112119,0.9944698810577393,2023-12-11 14:57:28.086511
6,51,0.6112119,1.0180203914642334,2023-12-11 14:57:29.107002
7,61,0.6112119,1.0563952922821045,2023-12-11 14:57:30.165965
8,71,0.6112119,1.0127027034759521,2023-12-11 14:57:31.180665
9,81,0.6112119,1.068382978439331,2023-12-11 14:57:32.253118
10,91,0.6112119,1.0285758972167969,2023-12-11 14:57:33.284312
11,101,0.6112119,1.0017518997192383,2023-12-11 14:57:34.288090
12,111,0.6112119,0.9954454898834229,2023-12-11 14:57:35.285830
13,121,0.6133526,1.1158883571624756,2023-12-11 14:57:36.403846
14,131,0.61405647,1.0545308589935303,2023-12-11 14:57:37.460791
15,141,0.61652374,1.1101946830749512,2023-12-11 14:57:38.573586
16,151,0.61652374,1.0655708312988281,2023-12-11 14:57:39.641597
17,161,0.61652374,1.0576808452606201,2023-12-11 14:57:40.701314
18,171,0.61652374,1.0536472797393799,2023-12-11 14:57:41.757532
19,181,0.61652374,1.071593999862671,2023-12-11 14:57:42.832555
20,191,0.61652374,1.088254690170288,2023-12-11 14:57:43.923722
21,201,0.61652374,1.085860013961792,2023-12-11 14:57:45.012023
22,211,0.61652374,1.0555486679077148,2023-12-11 14:57:46.069966
23,221,0.61652374,1.0388410091400146,2023-12-11 14:57:47.111375
24,231,0.61652374,1.0122523307800293,2023-12-11 14:57:48.125736
25,241,0.61652374,1.01304030418396,2023-12-11 14:57:49.141181
26,251,0.61652374,1.0604567527770996,2023-12-11 14:57:50.204733
27,261,0.62294143,1.01393461227417,2023-12-11 14:57:51.220649
28,271,0.62294143,0.9488120079040527,2023-12-11 14:57:52.171286
29,281,0.62294143,1.0232603549957275,2023-12-11 14:57:53.196881
30,291,0.62294143,0.9982614517211914,2023-12-11 14:57:54.196994
31,301,0.62294143,0.9883077144622803,2023-12-11 14:57:55.187096
32,311,0.62294143,0.9980263710021973,2023-12-11 14:57:56.186961
33,321,0.62294143,0.9843196868896484,2023-12-11 14:57:57.174230
34,331,0.62294143,1.0411522388458252,2023-12-11 14:57:58.217917
35,341,0.62294143,1.0392861366271973,2023-12-11 14:57:59.260485
36,351,0.62294143,1.0081610679626465,2023-12-11 14:58:00.270684
37,361,0.62294143,0.974186897277832,2023-12-11 14:58:01.246715
38,371,0.62294143,1.0084342956542969,2023-12-11 14:58:02.256995
39,381,0.62294143,0.9992947578430176,2023-12-11 14:58:03.258893
40,391,0.62294143,0.9831359386444092,2023-12-11 14:58:04.244557
41,401,0.62294143,1.0629122257232666,2023-12-11 14:58:05.309883
42,411,0.62294143,1.0203065872192383,2023-12-11 14:58:06.332031
43,421,0.62294143,1.041236400604248,2023-12-11 14:58:07.375911
44,431,0.62294143,1.0255720615386963,2023-12-11 14:58:08.404260
45,441,0.62294143,1.0648689270019531,2023-12-11 14:58:09.471597
46,451,0.62294143,0.9686672687530518,2023-12-11 14:58:10.442089
47,461,0.62294143,1.0373470783233643,2023-12-11 14:58:11.481736
48,471,0.62294143,0.9883010387420654,2023-12-11 14:58:12.472655
49,481,0.62294143,1.0754945278167725,2023-12-11 14:58:13.550765
50,491,0.62294143,1.0438563823699951,2023-12-11 14:58:14.596490
51,501,0.6237514,1.0216765403747559,2023-12-11 14:58:15.620321
52,511,0.6237514,1.0214333534240723,2023-12-11 14:58:16.644576
53,521,0.6237514,1.066403865814209,2023-12-11 14:58:17.713057
54,531,0.6237514,0.995837926864624,2023-12-11 14:58:18.711518
55,541,0.6237514,0.9531781673431396,2023-12-11 14:58:19.667409
56,551,0.6237514,0.9849834442138672,2023-12-11 14:58:20.654782
57,561,0.6237514,1.0295777320861816,2023-12-11 14:58:21.686185
58,571,0.6237514,1.022446870803833,2023-12-11 14:58:22.710463
59,581,0.6237514,0.9747064113616943,2023-12-11 14:58:23.688384
60,591,0.6237514,1.0485174655914307,2023-12-11 14:58:24.739647
61,601,0.6237514,1.0620079040527344,2023-12-11 14:58:25.803846
62,611,0.6237514,1.0548992156982422,2023-12-11 14:58:26.861257
63,621,0.6237514,1.0133821964263916,2023-12-11 14:58:27.877203
64,631,0.6237514,1.0286667346954346,2023-12-11 14:58:28.907717
65,641,0.6237514,1.0218195915222168,2023-12-11 14:58:29.931571
66,651,0.6237514,0.9788479804992676,2023-12-11 14:58:30.912916
67,661,0.6237514,0.9828276634216309,2023-12-11 14:58:31.897546
68,671,0.6237514,1.0330328941345215,2023-12-11 14:58:32.935547
69,681,0.6237514,0.9844200611114502,2023-12-11 14:58:33.922439
70,691,0.6237514,1.057068109512329,2023-12-11 14:58:34.982764
71,701,0.6237514,1.040954351425171,2023-12-11 14:58:36.026294
72,711,0.6237514,1.0098862648010254,2023-12-11 14:58:37.038755
73,721,0.6237514,0.9707348346710205,2023-12-11 14:58:38.012049
74,731,0.6237514,1.0726330280303955,2023-12-11 14:58:39.086675
75,741,0.6237514,1.0234215259552002,2023-12-11 14:58:40.113711
76,751,0.62430376,1.0137848854064941,2023-12-11 14:58:41.129874
77,761,0.62430376,1.067044734954834,2023-12-11 14:58:42.199522
78,771,0.62430376,0.9974637031555176,2023-12-11 14:58:43.199308
79,781,0.62430376,1.0469706058502197,2023-12-11 14:58:44.248352
80,791,0.62430376,0.975513219833374,2023-12-11 14:58:45.226176
81,801,0.62430376,1.0275037288665771,2023-12-11 14:58:46.255624
82,811,0.62430376,1.0641751289367676,2023-12-11 14:58:47.322394
83,821,0.62430376,0.9800481796264648,2023-12-11 14:58:48.304502
84,831,0.62430376,1.0108420848846436,2023-12-11 14:58:49.317732
85,841,0.62430376,1.0586228370666504,2023-12-11 14:58:50.378086
86,851,0.62430376,0.9939181804656982,2023-12-11 14:58:51.375320
87,861,0.62430376,1.0229015350341797,2023-12-11 14:58:52.400855
88,871,0.62430376,0.9502809047698975,2023-12-11 14:58:53.352986
89,881,0.62430376,0.9942874908447266,2023-12-11 14:58:54.349567
90,891,0.62430376,1.014937400817871,2023-12-11 14:58:55.366369
91,901,0.62430376,1.020214557647705,2023-12-11 14:58:56.389121
92,911,0.62430376,0.9694614410400391,2023-12-11 14:58:57.361230
93,921,0.62430376,1.0455589294433594,2023-12-11 14:58:58.410089
94,931,0.62430376,1.0040650367736816,2023-12-11 14:58:59.415865
95,941,0.62430376,0.9977540969848633,2023-12-11 14:59:00.415664
96,951,0.62430376,1.0420994758605957,2023-12-11 14:59:01.459571
97,961,0.62430376,1.0248987674713135,2023-12-11 14:59:02.486292
98,971,0.62430376,1.0589864253997803,2023-12-11 14:59:03.547772
99,981,0.62430376,1.0309531688690186,2023-12-11 14:59:04.581341
100,991,0.62430376,1.006171703338623,2023-12-11 14:59:05.590274
101,1001,0.62430376,0.9740025997161865,2023-12-11 14:59:06.566225
102,1011,0.62430376,0.972435712814331,2023-12-11 14:59:07.540490
103,1021,0.62430376,0.9752552509307861,2023-12-11 14:59:08.517963
104,1031,0.62430376,0.9950907230377197,2023-12-11 14:59:09.515079
105,1041,0.62430376,0.9974617958068848,2023-12-11 14:59:10.514381
106,1051,0.62430376,0.991602897644043,2023-12-11 14:59:11.508223
