loop,iteration,qd_score1,max_fitness,coverage1,time,current_time,qd_score2,coverage2
1,1,-51614.453,-143.54535,8.0078125,15.894916534423828,2023-12-14 19:34:47.012709,-51431.844,9.863281
2,11,-66155.5,-143.54535,10.3515625,5.257836103439331,2023-12-14 19:34:52.894545,-64287.062,12.5
3,21,-81974.36,-143.54535,12.792969,5.186192989349365,2023-12-14 19:34:58.732027,-71453.48,14.453125
4,31,-89588.11,-134.11441,13.964844,5.293744802474976,2023-12-14 19:35:04.672310,-72349.78,15.527344
5,41,-99466.37,-134.11441,15.4296875,5.258323669433594,2023-12-14 19:35:10.695343,-78979.516,17.285156
6,51,-107020.19,-132.88995,16.601562,5.303974151611328,2023-12-14 19:35:16.647599,-81037.81,18.066406
7,61,-111808.95,-132.88995,17.285156,5.229157209396362,2023-12-14 19:35:22.553507,-81103.61,18.652344
8,71,-119017.484,-132.88995,18.359375,5.390582799911499,2023-12-14 19:35:28.622585,-79167.03,19.238281
9,81,-126847.914,-132.88995,19.628906,5.174120664596558,2023-12-14 19:35:34.434187,-79759.5,19.824219
10,91,-129430.83,-132.88995,20.019531,5.236707448959351,2023-12-14 19:35:40.303761,-79601.33,20.214844
11,101,-131519.5,-132.88995,20.410156,5.1503005027771,2023-12-14 19:35:46.096320,-79627.75,20.605469
12,111,-139275.34,-132.88995,21.582031,5.321725845336914,2023-12-14 19:35:52.066759,-79855.14,21.09375
13,121,-143552.72,-132.88995,22.363281,5.291780710220337,2023-12-14 19:35:58.151117,-78952.14,21.484375
14,131,-144942.92,-132.88995,22.558594,5.421147108078003,2023-12-14 19:36:04.231487,-78459.67,21.679688
15,141,-145730.94,-132.88995,22.753906,5.32626748085022,2023-12-14 19:36:10.228046,-81130.266,22.167969
16,151,-147246.44,-132.88995,23.046875,5.391908645629883,2023-12-14 19:36:16.334244,-82574.1,22.65625
17,161,-150518.4,-132.88995,23.632812,5.364250183105469,2023-12-14 19:36:22.348380,-83460.5,22.949219
18,171,-154472.5,-132.88995,24.121094,5.289810657501221,2023-12-14 19:36:28.375690,-81036.016,23.046875
19,181,-156052.1,-132.88995,24.511719,5.4520580768585205,2023-12-14 19:36:34.467607,-79888.586,23.242188
20,191,-156548.7,-132.88995,24.609375,5.3257527351379395,2023-12-14 19:36:40.536736,-78164.55,23.339844
21,201,-156827.97,-119.323746,24.804688,5.319203615188599,2023-12-14 19:36:46.501716,-77968.875,23.535156
22,211,-158372.72,-119.323746,25.097656,5.27182149887085,2023-12-14 19:36:52.542298,-76997.87,23.828125
23,221,-162467.14,-119.323746,25.78125,5.468283414840698,2023-12-14 19:36:58.773836,-76832.63,24.023438
24,231,-163602.34,-119.323746,25.976562,5.359597444534302,2023-12-14 19:37:04.803989,-76720.48,24.316406
25,241,-164505.67,-119.323746,26.171875,5.377871751785278,2023-12-14 19:37:10.844502,-75924.39,24.414062
26,251,-167017.11,-119.323746,26.660156,5.385685920715332,2023-12-14 19:37:16.886947,-77903.41,24.804688
27,261,-170146.62,-119.323746,27.148438,5.077741384506226,2023-12-14 19:37:22.659919,-79029.57,25.097656
28,271,-170882.5,-119.323746,27.246094,5.21381402015686,2023-12-14 19:37:28.532488,-79468.69,25.390625
29,281,-171774.12,-119.323746,27.539062,5.242799997329712,2023-12-14 19:37:34.437574,-78597.984,25.488281
30,291,-172613.69,-119.323746,27.734375,5.204172372817993,2023-12-14 19:37:40.526901,-80763.266,25.878906
