loop,iteration,qd_score,max_fitness,coverage,time,current_time,coverage1,coverage2
1,1,-30124.703,-156.75433,5.1757812,14.215678453445435,2023-12-15 00:44:14.331333,3.8085938,4.296875
2,11,-38040.953,-156.75433,6.640625,5.565629959106445,2023-12-15 00:44:20.223909,3.90625,5.2734375
3,21,-41769.21,-151.72153,7.3242188,5.663781404495239,2023-12-15 00:44:26.297675,4.6875,5.46875
4,31,-43950.48,-143.38878,7.9101562,5.626903772354126,2023-12-15 00:44:32.333487,5.6640625,6.1523438
5,41,-47393.29,-143.29053,8.59375,5.306440353393555,2023-12-15 00:44:37.976738,5.859375,6.640625
6,51,-48100.234,-143.25871,8.7890625,5.391503095626831,2023-12-15 00:44:43.765029,5.6640625,6.7382812
7,61,-49176.25,-143.25871,9.082031,5.536765098571777,2023-12-15 00:44:49.719159,5.859375,7.03125
8,71,-49034.023,-143.25871,9.082031,5.4497389793396,2023-12-15 00:44:55.548104,5.859375,6.640625
9,81,-51123.492,-143.25871,9.375,5.450908660888672,2023-12-15 00:45:01.324328,5.859375,6.5429688
10,91,-52377.883,-143.25871,9.765625,5.382758617401123,2023-12-15 00:45:07.023928,6.1523438,6.640625
11,101,-54067.094,-143.25871,10.15625,5.501999616622925,2023-12-15 00:45:12.868349,6.1523438,7.03125
12,111,-58644.598,-142.5863,10.9375,5.306394100189209,2023-12-15 00:45:18.578246,6.3476562,7.8125
13,121,-59965.54,-142.5863,11.230469,5.07929253578186,2023-12-15 00:45:24.055671,6.1523438,8.0078125
14,131,-62746.14,-142.5863,11.621094,5.290709495544434,2023-12-15 00:45:29.786157,6.5429688,8.3984375
15,141,-65621.36,-142.5863,12.109375,4.909148454666138,2023-12-15 00:45:35.020042,6.7382812,8.691406
16,151,-66861.44,-142.5863,12.5,5.232985973358154,2023-12-15 00:45:40.599718,6.8359375,8.496094
17,161,-67946.7,-142.5863,12.6953125,5.2520904541015625,2023-12-15 00:45:46.183200,7.2265625,8.691406
18,171,-69192.33,-142.5863,12.890625,5.188105344772339,2023-12-15 00:45:51.724997,7.421875,8.691406
19,181,-70485.89,-139.11339,13.0859375,5.355548858642578,2023-12-15 00:45:57.531400,7.6171875,8.691406
20,191,-70390.49,-136.23111,13.0859375,5.211308717727661,2023-12-15 00:46:03.073177,7.6171875,8.7890625
21,201,-71699.54,-136.23111,13.28125,5.295517206192017,2023-12-15 00:46:08.686056,7.5195312,9.082031
22,211,-72700.31,-136.23111,13.671875,5.186396837234497,2023-12-15 00:46:14.208162,7.6171875,9.277344
23,221,-73191.11,-136.23111,13.769531,5.225593090057373,2023-12-15 00:46:19.748098,7.6171875,9.375
24,231,-74042.17,-136.23111,13.8671875,5.344781398773193,2023-12-15 00:46:25.457982,7.8125,9.5703125
25,241,-76589.516,-136.23111,14.160156,5.344850063323975,2023-12-15 00:46:31.247667,7.7148438,9.375
26,251,-79654.7,-136.23111,14.550781,5.356151580810547,2023-12-15 00:46:36.921336,8.0078125,9.472656
27,261,-80898.39,-136.23111,14.746094,5.1292643547058105,2023-12-15 00:46:42.375618,8.3984375,9.082031
28,271,-82498.96,-136.23111,15.0390625,5.312734365463257,2023-12-15 00:46:48.117747,8.496094,8.7890625
29,281,-82724.53,-136.23111,15.136719,5.436175107955933,2023-12-15 00:46:53.877764,8.3984375,8.7890625
30,291,-83772.7,-136.23111,15.332031,5.400040149688721,2023-12-15 00:46:59.697086,8.3984375,9.277344
31,301,-86983.69,-136.23111,15.722656,5.277922868728638,2023-12-15 00:47:05.301711,8.59375,9.765625
32,311,-87589.734,-136.23111,15.8203125,5.2702717781066895,2023-12-15 00:47:10.890033,8.7890625,9.667969
33,321,-88652.375,-136.23111,15.917969,5.432297706604004,2023-12-15 00:47:16.701441,8.886719,9.9609375
34,331,-90558.86,-136.23111,16.210938,5.389574289321899,2023-12-15 00:47:22.414368,9.082031,10.058594
35,341,-93085.59,-136.23111,16.601562,5.2361884117126465,2023-12-15 00:47:28.037540,9.277344,10.3515625
36,351,-93766.82,-136.23111,16.699219,5.373346328735352,2023-12-15 00:47:33.781370,9.375,10.546875
37,361,-94339.13,-136.23111,16.796875,5.4420270919799805,2023-12-15 00:47:39.536986,9.277344,10.546875
38,371,-98329.53,-136.23111,17.285156,5.351105213165283,2023-12-15 00:47:45.332015,9.863281,10.7421875
39,381,-97948.92,-136.23111,17.285156,5.318635940551758,2023-12-15 00:47:50.989721,10.15625,11.1328125
40,391,-99833.92,-136.23111,17.578125,5.249119758605957,2023-12-15 00:47:56.603687,10.644531,11.5234375
41,401,-101517.11,-134.39528,17.773438,5.2178428173065186,2023-12-15 00:48:02.180873,10.839844,11.5234375
42,411,-103093.46,-134.39528,17.96875,5.382304668426514,2023-12-15 00:48:07.902604,11.1328125,11.816406
43,421,-103978.44,-134.39528,18.164062,5.2019898891448975,2023-12-15 00:48:13.493065,11.328125,11.816406
44,431,-104225.3,-134.39528,18.359375,5.329553842544556,2023-12-15 00:48:19.135808,11.621094,11.71875
45,441,-104909.016,-134.39528,18.457031,5.4415857791900635,2023-12-15 00:48:24.899129,11.621094,11.621094
46,451,-105655.75,-134.39528,18.652344,5.344141721725464,2023-12-15 00:48:30.578803,11.425781,11.9140625
47,461,-106251.984,-134.39528,18.75,5.278032064437866,2023-12-15 00:48:36.209112,11.5234375,11.816406
48,471,-108252.484,-134.39528,19.042969,5.2048633098602295,2023-12-15 00:48:41.738592,11.621094,11.816406
49,481,-109080.8,-134.39528,19.140625,5.301879405975342,2023-12-15 00:48:47.406774,11.5234375,11.816406
50,491,-110096.0,-134.39528,19.238281,5.193154573440552,2023-12-15 00:48:52.920778,11.5234375,12.011719
51,501,-111044.53,-134.39528,19.433594,5.156368732452393,2023-12-15 00:48:58.461050,11.425781,12.207031
52,511,-110781.805,-134.39528,19.433594,5.310487747192383,2023-12-15 00:49:04.103438,11.425781,12.207031
53,521,-110693.8,-134.39528,19.433594,5.288508892059326,2023-12-15 00:49:09.711758,11.5234375,12.011719
54,531,-111901.695,-134.39528,19.628906,5.418991565704346,2023-12-15 00:49:15.440184,11.621094,12.109375
55,541,-111890.88,-134.39528,19.628906,5.3160974979400635,2023-12-15 00:49:21.139693,11.5234375,12.011719
56,551,-112217.164,-134.39528,19.726562,5.3225343227386475,2023-12-15 00:49:26.863905,11.5234375,12.109375
57,561,-111642.75,-134.39528,19.726562,5.254737615585327,2023-12-15 00:49:32.581049,11.5234375,12.207031
58,571,-111272.086,-134.39528,19.726562,5.225507020950317,2023-12-15 00:49:38.171687,11.71875,12.207031
59,581,-111426.25,-134.39528,19.824219,5.085928916931152,2023-12-15 00:49:43.695917,11.816406,12.109375
60,591,-112077.2,-134.39528,19.921875,5.259218215942383,2023-12-15 00:49:49.323912,12.011719,12.3046875
61,601,-112873.69,-134.39528,20.117188,5.1967761516571045,2023-12-15 00:49:54.838477,12.3046875,12.5
62,611,-113303.26,-134.39528,20.214844,5.300618648529053,2023-12-15 00:50:00.449740,12.597656,12.3046875
63,621,-114646.87,-134.39528,20.410156,5.2612433433532715,2023-12-15 00:50:06.029758,12.792969,12.597656
64,631,-114425.44,-134.39528,20.410156,5.298168420791626,2023-12-15 00:50:11.640149,12.597656,12.6953125
65,641,-115375.49,-134.39528,20.605469,5.235057592391968,2023-12-15 00:50:17.191911,12.5,12.988281
66,651,-115273.46,-134.39528,20.605469,5.229930877685547,2023-12-15 00:50:22.817634,12.5,13.0859375
67,661,-114996.875,-134.39528,20.605469,5.2981956005096436,2023-12-15 00:50:28.454744,12.597656,13.0859375
68,671,-115776.59,-134.39528,20.703125,5.250296115875244,2023-12-15 00:50:34.019313,12.5,13.0859375
69,681,-116177.016,-134.39528,20.800781,5.228188753128052,2023-12-15 00:50:39.572734,12.5,13.183594
70,691,-118666.62,-134.39528,21.289062,5.380333185195923,2023-12-15 00:50:45.295448,12.6953125,13.4765625
71,701,-118647.734,-134.39528,21.289062,5.554990530014038,2023-12-15 00:50:51.173313,12.6953125,13.671875
72,711,-119518.01,-134.39528,21.484375,5.207871437072754,2023-12-15 00:50:56.696347,12.988281,13.574219
73,721,-120164.49,-134.39528,21.679688,5.253909111022949,2023-12-15 00:51:02.310169,13.0859375,13.574219
74,731,-120081.47,-134.39528,21.679688,5.218858003616333,2023-12-15 00:51:07.848181,13.0859375,13.574219
75,741,-120703.1,-134.39528,21.777344,5.20408034324646,2023-12-15 00:51:13.437459,12.988281,13.671875
76,751,-120693.68,-134.39528,21.777344,5.239609956741333,2023-12-15 00:51:19.121278,12.988281,13.769531
77,761,-120544.86,-106.768295,21.777344,5.348001718521118,2023-12-15 00:51:24.927581,13.0859375,13.8671875
78,771,-121172.75,-106.768295,21.875,5.357060670852661,2023-12-15 00:51:30.604675,13.0859375,13.574219
79,781,-122309.625,-106.768295,22.070312,5.195531845092773,2023-12-15 00:51:36.223128,13.0859375,13.378906
80,791,-123339.266,-106.768295,22.265625,5.347772836685181,2023-12-15 00:51:41.889336,13.183594,13.671875
81,801,-123177.57,-106.768295,22.265625,5.267209768295288,2023-12-15 00:51:47.601604,13.183594,13.769531
82,811,-123692.67,-106.768295,22.460938,5.275098085403442,2023-12-15 00:51:53.299470,13.183594,13.769531
83,821,-124505.92,-106.768295,22.558594,5.218611717224121,2023-12-15 00:51:58.997836,13.28125,14.0625
84,831,-125850.12,-106.768295,22.753906,5.268646955490112,2023-12-15 00:52:04.623299,13.671875,14.160156
85,841,-125786.81,-106.768295,22.753906,5.2440361976623535,2023-12-15 00:52:10.246387,13.671875,14.0625
86,851,-127177.0,-106.768295,22.949219,5.285993814468384,2023-12-15 00:52:15.859348,13.671875,14.355469
