loop,iteration,qd_score,max_fitness,coverage,time,current_time
1,1,226861.73,451.6702,14.746094,59.906278133392334,2023-12-15 08:39:23.161454
2,11,320490.44,525.4408,20.117188,34.36301350593567,2023-12-15 08:39:57.820404
3,21,457576.75,1038.8713,26.757812,34.59404730796814,2023-12-15 08:40:32.714199
4,31,577904.6,1042.0994,32.51953,34.511462926864624,2023-12-15 08:41:07.525402
5,41,661502.5,1049.0964,36.328125,34.354835510253906,2023-12-15 08:41:42.178009
6,51,737409.4,1053.8088,39.648438,34.67800045013428,2023-12-15 08:42:17.154861
7,61,786795.25,1083.157,41.796875,34.37555766105652,2023-12-15 08:42:51.829988
8,71,834402.8,1172.0709,43.75,34.14668941497803,2023-12-15 08:43:26.278505
9,81,899871.9,1172.0709,46.875,34.43031549453735,2023-12-15 08:44:01.020316
10,91,934749.2,1172.0709,48.339844,34.34719395637512,2023-12-15 08:44:35.695583
11,101,962828.6,1172.0709,49.414062,33.950133323669434,2023-12-15 08:45:09.950366
12,111,994224.06,1172.0709,50.683594,34.71361303329468,2023-12-15 08:45:44.965813
13,121,1015702.4,1172.0709,51.367188,33.936726331710815,2023-12-15 08:46:19.210926
14,131,1037034.25,1172.0709,52.148438,34.452929973602295,2023-12-15 08:46:53.965894
15,141,1060043.0,1172.0709,52.929688,34.37978482246399,2023-12-15 08:47:28.655757
16,151,1086458.9,1172.0709,53.808594,33.86574387550354,2023-12-15 08:48:02.817174
17,161,1103758.0,1172.0709,54.492188,34.28186058998108,2023-12-15 08:48:37.400523
18,171,1115585.0,1172.0709,54.785156,34.46855902671814,2023-12-15 08:49:12.171339
19,181,1136466.2,1172.0709,55.566406,34.37991452217102,2023-12-15 08:49:46.861260
20,191,1153537.0,1172.0709,56.152344,34.66254639625549,2023-12-15 08:50:21.825625
21,201,1164388.8,1172.0709,56.445312,34.86070966720581,2023-12-15 08:50:56.985579
22,211,1179137.1,1172.0709,56.933594,34.45804166793823,2023-12-15 08:51:31.740851
23,221,1188911.8,1235.9436,57.226562,34.56387758255005,2023-12-15 08:52:06.610235
24,231,1202277.9,1235.9436,57.617188,34.65691328048706,2023-12-15 08:52:41.567788
25,241,1214235.0,1235.9436,58.007812,34.6150426864624,2023-12-15 08:53:16.487997
26,251,1224766.6,1235.9436,58.30078,34.42276215553284,2023-12-15 08:53:51.216704
27,261,1243213.0,1235.9436,58.984375,34.686556339263916,2023-12-15 08:54:26.202865
28,271,1253708.4,1235.9436,59.277344,34.38059115409851,2023-12-15 08:55:00.887781
29,281,1261816.4,1235.9436,59.472656,34.316572189331055,2023-12-15 08:55:35.500547
30,291,1276123.2,1235.9436,59.960938,34.43430161476135,2023-12-15 08:56:10.238960
31,301,1285183.2,1235.9436,60.253906,34.229416847229004,2023-12-15 08:56:44.796373
32,311,1292224.5,1235.9436,60.546875,34.42548203468323,2023-12-15 08:57:19.550644
33,321,1295522.2,1270.5114,60.546875,34.14357805252075,2023-12-15 08:57:54.007184
34,331,1300901.2,1270.5114,60.64453,34.69737792015076,2023-12-15 08:58:29.000769
35,341,1307556.5,1270.5114,60.839844,33.93304181098938,2023-12-15 08:59:03.261524
36,351,1316285.1,1270.5114,61.132812,34.33703923225403,2023-12-15 08:59:37.907053
37,361,1318166.5,1270.5114,61.132812,34.2906858921051,2023-12-15 09:00:12.501453
38,371,1329321.2,1270.5114,61.42578,34.4595468044281,2023-12-15 09:00:47.264538
39,381,1341303.8,1270.5114,61.816406,34.69307088851929,2023-12-15 09:01:22.267831
40,391,1344905.9,1270.5114,61.914062,34.08755850791931,2023-12-15 09:01:56.660269
41,401,1352078.6,1270.5114,62.20703,34.286529779434204,2023-12-15 09:02:31.247440
42,411,1355644.2,1270.5114,62.304688,34.2061128616333,2023-12-15 09:03:05.757927
43,421,1361077.0,1270.5114,62.402344,34.583754539489746,2023-12-15 09:03:40.644561
44,431,1366235.0,1270.5114,62.597656,34.17581129074097,2023-12-15 09:04:15.242371
45,441,1371668.8,1270.5114,62.695312,34.35576343536377,2023-12-15 09:04:49.897023
46,451,1377608.0,1270.5114,62.79297,34.081928730010986,2023-12-15 09:05:24.276218
47,461,1381385.0,1270.5114,62.890625,34.10944128036499,2023-12-15 09:05:58.684943
48,471,1386265.0,1270.5114,63.085938,33.74021816253662,2023-12-15 09:06:32.726602
49,481,1392798.8,1270.5114,63.28125,34.28734755516052,2023-12-15 09:07:07.319723
50,491,1396286.5,1270.5114,63.378906,34.125473737716675,2023-12-15 09:07:41.767312
51,501,1398847.0,1270.5114,63.378906,34.772002935409546,2023-12-15 09:08:16.872210
52,511,1406288.4,1270.5114,63.57422,34.59700918197632,2023-12-15 09:08:51.777783
53,521,1407591.4,1270.5114,63.57422,34.493614196777344,2023-12-15 09:09:26.572417
54,531,1412500.2,1270.5114,63.671875,33.991854429244995,2023-12-15 09:10:00.871983
55,541,1415594.2,1270.5114,63.76953,34.82658290863037,2023-12-15 09:10:35.999779
56,551,1425753.0,1270.5114,64.16016,34.19721508026123,2023-12-15 09:11:10.539174
57,561,1432403.5,1270.5114,64.35547,33.740970849990845,2023-12-15 09:11:44.622915
58,571,1436096.8,1270.5114,64.453125,34.11988806724548,2023-12-15 09:12:19.070813
59,581,1437445.0,1270.5114,64.453125,34.239959716796875,2023-12-15 09:12:53.617403
60,591,1438987.6,1270.5114,64.453125,34.02620768547058,2023-12-15 09:13:27.950278
61,601,1439981.5,1270.5114,64.453125,34.361419677734375,2023-12-15 09:14:02.628341
62,611,1448022.4,1270.5114,64.74609,34.06189846992493,2023-12-15 09:14:36.985617
63,621,1450836.1,1270.5114,64.84375,34.782227754592896,2023-12-15 09:15:12.066866
64,631,1457405.8,1270.5114,65.13672,34.12739825248718,2023-12-15 09:15:46.495286
65,641,1458505.5,1270.5114,65.13672,34.19357371330261,2023-12-15 09:16:20.997738
66,651,1462093.5,1270.5114,65.234375,34.084073543548584,2023-12-15 09:16:55.391087
67,661,1468661.0,1270.5114,65.42969,34.56927537918091,2023-12-15 09:17:30.304744
68,671,1471792.8,1270.5114,65.52734,35.066643476486206,2023-12-15 09:18:05.675138
69,681,1474634.1,1270.5114,65.625,34.21090364456177,2023-12-15 09:18:40.185057
70,691,1482881.4,1270.5114,65.82031,34.35529708862305,2023-12-15 09:19:14.872343
71,701,1484370.1,1270.5114,65.82031,34.033207178115845,2023-12-15 09:19:49.202515
72,711,1485956.2,1270.5114,65.82031,34.228349685668945,2023-12-15 09:20:23.726683
73,721,1491230.9,1270.5114,66.015625,34.36932325363159,2023-12-15 09:20:58.421911
74,731,1492231.0,1270.5114,66.015625,34.090219497680664,2023-12-15 09:21:32.812495
75,741,1495075.2,1270.5114,66.11328,34.39573287963867,2023-12-15 09:22:07.507742
76,751,1495914.9,1270.5114,66.11328,34.862263441085815,2023-12-15 09:22:42.671190
77,761,1497467.5,1270.5114,66.11328,34.16274952888489,2023-12-15 09:23:17.133532
78,771,1499667.1,1270.5114,66.11328,34.2635440826416,2023-12-15 09:23:51.727989
79,781,1500041.1,1270.5114,66.11328,34.07367467880249,2023-12-15 09:24:26.102345
80,791,1502618.8,1270.5114,66.21094,34.571730613708496,2023-12-15 09:25:00.983793
81,801,1505114.8,1270.5114,66.21094,34.23066210746765,2023-12-15 09:25:35.510583
82,811,1508692.2,1351.0355,66.30859,33.9714298248291,2023-12-15 09:26:09.782373
83,821,1510885.9,1351.0355,66.30859,34.56849694252014,2023-12-15 09:26:44.662047
84,831,1512390.0,1351.0355,66.30859,34.55690145492554,2023-12-15 09:27:19.529713
85,841,1516259.1,1351.0355,66.40625,34.515809059143066,2023-12-15 09:27:54.343930
86,851,1523420.5,1351.0355,66.69922,34.373737812042236,2023-12-15 09:28:29.013811
87,861,1524325.2,1351.0355,66.69922,34.50876522064209,2023-12-15 09:29:03.819307
88,871,1527870.6,1351.0355,66.796875,34.43774700164795,2023-12-15 09:29:38.567140
89,881,1529169.0,1351.0355,66.796875,33.75244140625,2023-12-15 09:30:12.624814
90,891,1530216.6,1351.0355,66.796875,34.381731271743774,2023-12-15 09:30:47.367028
91,901,1530588.2,1351.0355,66.796875,34.175023794174194,2023-12-15 09:31:21.841315
92,911,1534152.9,1351.0355,66.89453,34.22647261619568,2023-12-15 09:31:56.368655
93,921,1534861.8,1351.0355,66.89453,34.39789581298828,2023-12-15 09:32:31.071846
94,931,1537365.8,1368.8151,66.99219,34.2446768283844,2023-12-15 09:33:05.615730
95,941,1540652.0,1368.8151,67.08984,34.249377727508545,2023-12-15 09:33:40.191890
96,951,1542573.5,1368.8151,67.08984,34.404154539108276,2023-12-15 09:34:14.907288
97,961,1543376.2,1368.8151,67.08984,34.74319291114807,2023-12-15 09:34:49.952545
98,971,1544528.2,1368.8151,67.08984,34.45675230026245,2023-12-15 09:35:24.708765
99,981,1547070.0,1368.8151,67.1875,34.08020544052124,2023-12-15 09:35:59.097372
100,991,1553768.2,1368.8151,67.38281,34.45368552207947,2023-12-15 09:36:33.850759
101,1001,1555130.9,1368.8151,67.38281,34.02028012275696,2023-12-15 09:37:08.197375
102,1011,1556131.4,1368.8151,67.38281,34.41751551628113,2023-12-15 09:37:42.916612
103,1021,1557737.4,1368.8151,67.38281,34.449777126312256,2023-12-15 09:38:17.696366
104,1031,1558369.9,1368.8151,67.38281,34.17954230308533,2023-12-15 09:38:52.185440
105,1041,1559550.2,1368.8151,67.38281,34.51016926765442,2023-12-15 09:39:27.044151
106,1051,1565296.2,1368.8151,67.578125,34.21850872039795,2023-12-15 09:40:01.558178
107,1061,1565592.6,1368.8151,67.578125,33.9586443901062,2023-12-15 09:40:35.830460
108,1071,1572722.0,1368.8151,67.87109,35.0331814289093,2023-12-15 09:41:11.159989
109,1081,1576437.8,1368.8151,67.96875,34.30291390419006,2023-12-15 09:41:45.769423
110,1091,1577344.8,1368.8151,67.96875,33.989723205566406,2023-12-15 09:42:20.059374
111,1101,1578681.4,1368.8151,67.96875,34.18741536140442,2023-12-15 09:42:54.571470
112,1111,1579848.9,1368.8151,67.96875,34.656458377838135,2023-12-15 09:43:29.537402
113,1121,1580783.4,1368.8151,67.96875,34.726444721221924,2023-12-15 09:44:04.635814
114,1131,1582199.4,1368.8151,67.96875,34.420135498046875,2023-12-15 09:44:39.352493
115,1141,1587350.2,1368.8151,68.16406,34.22921323776245,2023-12-15 09:45:13.884395
116,1151,1588467.2,1368.8151,68.16406,34.07862687110901,2023-12-15 09:45:48.263456
117,1161,1591048.4,1368.8151,68.26172,34.37047505378723,2023-12-15 09:46:22.986803
118,1171,1591728.0,1368.8151,68.26172,34.26046299934387,2023-12-15 09:46:57.553583
119,1181,1592767.4,1368.8151,68.26172,33.596415519714355,2023-12-15 09:47:31.453736
120,1191,1595624.0,1368.8151,68.359375,34.279348850250244,2023-12-15 09:48:06.100000
121,1201,1597128.5,1368.8151,68.359375,34.9903507232666,2023-12-15 09:48:41.388472
122,1211,1598360.0,1368.8151,68.359375,34.21044635772705,2023-12-15 09:49:15.917889
123,1221,1601524.2,1368.8151,68.45703,34.66329598426819,2023-12-15 09:49:50.898787
124,1231,1602527.9,1368.8151,68.45703,34.14150404930115,2023-12-15 09:50:25.337560
125,1241,1602850.2,1375.8987,68.45703,33.890777587890625,2023-12-15 09:50:59.560740
126,1251,1606079.8,1375.8987,68.55469,34.40153741836548,2023-12-15 09:51:34.264151
127,1261,1606491.5,1375.8987,68.55469,34.28387475013733,2023-12-15 09:52:08.854125
128,1271,1606721.6,1375.8987,68.55469,34.00287389755249,2023-12-15 09:52:43.160371
