loop,iteration,qd_score1,max_fitness,coverage1,time,current_time,qd_score2,coverage2
1,1,134.51093,0.6258069,8.105469,15.557636260986328,2023-12-07 19:53:24.414378,153.15877,8.691406
2,11,185.50952,0.6258069,11.1328125,1.365558385848999,2023-12-07 19:53:45.210798,203.39346,11.328125
3,21,205.5469,0.6258069,12.3046875,1.3852934837341309,2023-12-07 19:53:47.226168,240.18068,13.0859375
4,31,228.50655,0.6258069,13.769531,1.4750914573669434,2023-12-07 19:53:49.347914,263.37552,14.2578125
5,41,248.88605,0.6258069,15.0390625,1.263744831085205,2023-12-07 19:53:51.239593,283.80344,15.136719
6,51,265.10928,0.6258069,16.015625,1.424795150756836,2023-12-07 19:53:53.356730,313.73193,16.699219
7,61,278.3104,0.6258069,16.796875,1.4723527431488037,2023-12-07 19:53:55.530876,332.7812,17.675781
8,71,294.75308,0.6258069,17.773438,1.4049854278564453,2023-12-07 19:53:57.565732,351.4967,18.652344
9,81,304.48306,0.6258069,18.359375,1.3858797550201416,2023-12-07 19:53:59.584956,373.94556,19.824219
10,91,314.365,0.6258069,18.945312,1.4599151611328125,2023-12-07 19:54:01.669440,395.18237,20.898438
11,101,316.20422,0.6258069,19.042969,1.4341044425964355,2023-12-07 19:54:03.734530,408.8803,21.582031
12,111,325.99048,0.6258069,19.628906,1.3594045639038086,2023-12-07 19:54:05.889966,414.45242,21.679688
13,121,335.59738,0.6258069,20.117188,1.392723798751831,2023-12-07 19:54:07.901407,427.36035,22.167969
14,131,345.88834,0.6258069,20.800781,1.463348388671875,2023-12-07 19:54:09.990687,433.23456,22.363281
15,141,352.92993,0.6258069,21.191406,1.415663480758667,2023-12-07 19:54:12.034603,446.37628,23.046875
16,151,359.9515,0.6258069,21.582031,1.4366519451141357,2023-12-07 19:54:14.128773,456.7419,23.535156
17,161,364.6048,0.6258069,21.875,1.4567453861236572,2023-12-07 19:54:16.203395,461.26874,23.730469
18,171,373.04654,0.6258069,22.363281,1.4292926788330078,2023-12-07 19:54:18.260145,465.18378,23.828125
19,181,386.40756,0.6258069,23.144531,1.3791587352752686,2023-12-07 19:54:20.309243,472.87805,24.21875
20,191,394.9949,0.6258069,23.632812,1.465865135192871,2023-12-07 19:54:22.528205,478.0375,24.414062
21,201,401.1952,0.6258069,24.023438,1.4437830448150635,2023-12-07 19:54:24.677198,481.07394,24.511719
22,211,411.6551,0.6258069,24.609375,1.457932949066162,2023-12-07 19:54:26.765863,483.56454,24.609375
23,221,418.32086,0.6258069,25.0,1.3926031589508057,2023-12-07 19:54:28.844604,490.87534,24.902344
24,231,426.3698,0.6258069,25.488281,1.515500545501709,2023-12-07 19:54:31.080433,496.47147,25.195312
25,241,435.83188,0.6258069,25.976562,1.440507411956787,2023-12-07 19:54:33.332287,498.84662,25.292969
26,251,441.67905,0.6258069,26.269531,1.425708532333374,2023-12-07 19:54:35.489039,500.62006,25.390625
27,261,447.94623,0.62621456,26.660156,1.4784553050994873,2023-12-07 19:54:37.602074,503.43005,25.488281
28,271,452.04837,0.62621456,26.855469,1.3864061832427979,2023-12-07 19:54:39.609701,510.6859,25.878906
29,281,457.95792,0.62621456,27.246094,1.529822587966919,2023-12-07 19:54:41.824398,519.6623,26.367188
30,291,464.02484,0.62621456,27.636719,1.4845099449157715,2023-12-07 19:54:44.055023,522.9151,26.464844
31,301,469.73486,0.62621456,27.929688,1.420832872390747,2023-12-07 19:54:46.109413,533.40173,27.050781
32,311,474.23074,0.62621456,28.222656,1.4023716449737549,2023-12-07 19:54:48.174900,539.1428,27.34375
33,321,480.49518,0.62621456,28.613281,1.4079654216766357,2023-12-07 19:54:50.237500,547.6157,27.734375
34,331,484.33572,0.62621456,28.808594,1.4550199508666992,2023-12-07 19:54:52.340420,550.0566,27.832031
35,341,489.37473,0.62621456,29.101562,1.4778931140899658,2023-12-07 19:54:54.556818,553.6828,28.027344
36,351,492.77637,0.62621456,29.296875,1.4116311073303223,2023-12-07 19:54:56.619577,561.3256,28.515625
37,361,494.82217,0.62621456,29.394531,1.3917007446289062,2023-12-07 19:54:58.665408,573.1805,29.199219
38,371,504.72772,0.62621456,29.980469,1.4724690914154053,2023-12-07 19:55:00.904451,575.8086,29.296875
39,381,506.19467,0.62621456,30.078125,1.4521400928497314,2023-12-07 19:55:02.993414,587.4214,29.980469
40,391,506.24222,0.62621456,30.078125,1.3835570812225342,2023-12-07 19:55:05.036859,594.25757,30.371094
41,401,509.72964,0.62621456,30.273438,1.4005587100982666,2023-12-07 19:55:07.074275,601.7526,30.761719
42,411,509.78024,0.62621456,30.273438,1.3457012176513672,2023-12-07 19:55:09.050517,607.7363,31.054688
43,421,515.1355,0.62621456,30.566406,1.4358291625976562,2023-12-07 19:55:11.329354,608.8346,31.054688
44,431,522.57263,0.62621456,31.054688,1.4746909141540527,2023-12-07 19:55:13.431659,617.3074,31.445312
45,441,525.7562,0.62621456,31.25,1.4039926528930664,2023-12-07 19:55:15.528176,626.3285,31.933594
46,451,527.3456,0.62621456,31.347656,1.407141923904419,2023-12-07 19:55:17.626213,632.6022,32.226562
47,461,530.65173,0.62621456,31.542969,1.371647596359253,2023-12-07 19:55:19.689728,636.28613,32.421875
48,471,533.6219,0.62621456,31.738281,1.4185724258422852,2023-12-07 19:55:21.749871,638.3701,32.51953
49,481,533.642,0.62621456,31.738281,1.4750597476959229,2023-12-07 19:55:23.932795,642.16797,32.714844
50,491,534.9903,0.62621456,31.835938,1.4445784091949463,2023-12-07 19:55:26.046948,650.62897,33.203125
51,501,538.2378,0.62621456,32.03125,1.4461870193481445,2023-12-07 19:55:28.202770,652.6981,33.30078
52,511,541.11993,0.62621456,32.226562,1.4954683780670166,2023-12-07 19:55:30.372513,655.51587,33.398438
53,521,544.4051,0.62621456,32.421875,1.3900694847106934,2023-12-07 19:55:32.440281,657.9,33.496094
54,531,544.47284,0.62621456,32.421875,1.4022011756896973,2023-12-07 19:55:34.610057,664.48413,33.789062
55,541,546.19574,0.62621456,32.51953,1.3649301528930664,2023-12-07 19:55:36.669937,665.7691,33.789062
56,551,546.223,0.62621456,32.51953,1.4133355617523193,2023-12-07 19:55:38.742815,669.5028,33.88672
57,561,549.65265,0.62621456,32.714844,1.3446550369262695,2023-12-07 19:55:40.844114,675.4954,34.179688
58,571,553.537,0.62621456,33.007812,1.2933051586151123,2023-12-07 19:55:42.915331,683.48987,34.570312
59,581,558.5307,0.62621456,33.30078,1.444227933883667,2023-12-07 19:55:45.081220,686.05963,34.66797
60,591,562.0637,0.62621456,33.496094,1.4506306648254395,2023-12-07 19:55:47.275376,692.5747,35.058594
61,601,567.1666,0.62621456,33.88672,1.4317917823791504,2023-12-07 19:55:49.602161,698.75195,35.351562
62,611,567.20514,0.62621456,33.88672,1.3529608249664307,2023-12-07 19:55:51.620702,704.34753,35.64453
63,621,568.84705,0.62621456,33.984375,1.5077424049377441,2023-12-07 19:55:53.825001,706.3458,35.742188
64,631,568.87866,0.62621456,33.984375,1.4357502460479736,2023-12-07 19:55:55.900666,712.308,36.035156
65,641,570.6316,0.62621456,34.08203,1.5036811828613281,2023-12-07 19:55:58.106246,719.51196,36.42578
66,651,570.6605,0.62621456,34.08203,1.3838350772857666,2023-12-07 19:56:00.162251,723.5227,36.621094
67,661,572.6548,0.62621456,34.179688,1.431379795074463,2023-12-07 19:56:02.323086,730.1018,37.01172
68,671,574.5904,0.62621456,34.277344,1.424504280090332,2023-12-07 19:56:04.381300,730.5986,37.01172
69,681,574.648,0.62621456,34.277344,1.3829345703125,2023-12-07 19:56:06.419375,733.29736,37.109375
70,691,576.5768,0.62621456,34.375,1.4068119525909424,2023-12-07 19:56:08.472524,737.12134,37.304688
71,701,580.64526,0.62621456,34.66797,1.3826420307159424,2023-12-07 19:56:10.577991,745.35913,37.695312
72,711,586.20404,0.62621456,35.058594,1.4124581813812256,2023-12-07 19:56:12.759377,747.39496,37.79297
73,721,586.20483,0.62621456,35.058594,1.4225094318389893,2023-12-07 19:56:14.896008,751.5211,37.98828
74,731,588.0006,0.62621456,35.15625,1.4149367809295654,2023-12-07 19:56:16.947329,755.56604,38.085938
75,741,589.9492,0.62621456,35.253906,1.4549987316131592,2023-12-07 19:56:19.092381,761.2661,38.378906
76,751,596.35614,0.62621456,35.64453,1.4265141487121582,2023-12-07 19:56:21.332012,765.71594,38.57422
77,761,596.3988,0.62621456,35.64453,1.4707520008087158,2023-12-07 19:56:23.457701,770.3688,38.867188
78,771,599.72314,0.62621456,35.839844,1.4177188873291016,2023-12-07 19:56:25.548860,772.5619,38.964844
79,781,600.8928,0.62621456,35.9375,1.4305508136749268,2023-12-07 19:56:27.648377,775.369,39.0625
80,791,600.93146,0.62621456,35.9375,1.4547874927520752,2023-12-07 19:56:29.913713,779.09985,39.257812
81,801,603.9655,0.62621456,36.132812,1.3922064304351807,2023-12-07 19:56:31.928576,781.78,39.35547
82,811,607.36615,0.62621456,36.328125,1.439145803451538,2023-12-07 19:56:34.007259,781.9715,39.35547
83,821,608.6304,0.62621456,36.42578,1.407503604888916,2023-12-07 19:56:36.050840,785.80444,39.55078
84,831,608.6419,0.62621456,36.42578,1.3758106231689453,2023-12-07 19:56:38.131677,787.85187,39.648438
85,841,610.6571,0.62621456,36.523438,1.4161882400512695,2023-12-07 19:56:40.291865,794.5087,40.039062
86,851,614.95605,0.62621456,36.816406,1.4110045433044434,2023-12-07 19:56:42.411940,794.5329,40.039062
87,861,616.19434,0.62621456,36.914062,1.4033396244049072,2023-12-07 19:56:44.478591,803.6948,40.527344
88,871,620.4788,0.62621456,37.20703,1.3901636600494385,2023-12-07 19:56:46.497976,807.2259,40.722656
89,881,625.0739,0.62621456,37.5,1.398819923400879,2023-12-07 19:56:48.549963,809.3086,40.820312
90,891,628.0877,0.62621456,37.695312,1.4336292743682861,2023-12-07 19:56:50.632694,811.3264,40.91797
