loop,iteration,qd_score1,max_fitness,coverage1,time,current_time,qd_score2,coverage2
1,1,113.45338,0.60628754,6.9335938,14.946556329727173,2023-12-08 20:24:13.349784,209.79677,12.011719
2,11,148.65483,0.60628754,8.984375,1.341212511062622,2023-12-08 20:24:15.307602,244.47862,13.4765625
3,21,160.16705,0.60628754,9.667969,1.3383591175079346,2023-12-08 20:24:17.272070,285.4092,15.527344
4,31,176.5529,0.60628754,10.644531,1.247476577758789,2023-12-08 20:24:19.167013,303.96436,16.40625
5,41,194.28113,0.60628754,11.71875,1.421915054321289,2023-12-08 20:24:21.230330,324.70667,17.382812
6,51,198.66425,0.60628754,12.011719,1.339289903640747,2023-12-08 20:24:23.196596,341.9859,18.261719
7,61,201.69873,0.60628754,12.207031,1.3539140224456787,2023-12-08 20:24:25.499486,354.7703,18.847656
8,71,207.13132,0.6199435,12.5,1.3367724418640137,2023-12-08 20:24:27.498355,370.49542,19.53125
9,81,218.56726,0.6199435,13.183594,1.3097343444824219,2023-12-08 20:24:29.483531,386.247,20.3125
10,91,225.3807,0.6199435,13.574219,1.2815289497375488,2023-12-08 20:24:31.405019,400.57312,20.898438
11,101,239.01912,0.6199435,14.355469,1.370173454284668,2023-12-08 20:24:33.512940,425.72177,22.070312
12,111,246.78561,0.6199435,14.84375,1.2817118167877197,2023-12-08 20:24:35.427014,440.69006,22.753906
13,121,257.081,0.6199435,15.4296875,1.3442575931549072,2023-12-08 20:24:37.382675,449.01062,23.144531
14,131,258.57233,0.6199435,15.527344,1.308537483215332,2023-12-08 20:24:39.348939,460.4239,23.632812
15,141,267.9685,0.6199435,16.015625,1.361440896987915,2023-12-08 20:24:41.317875,474.61258,24.21875
16,151,271.09335,0.6199435,16.210938,1.3588309288024902,2023-12-08 20:24:43.346902,484.35886,24.609375
17,161,279.63815,0.6199435,16.699219,1.4097611904144287,2023-12-08 20:24:45.363818,497.63965,25.195312
18,171,291.27655,0.6199435,17.382812,1.35494065284729,2023-12-08 20:24:47.371883,510.57343,25.878906
19,181,297.48203,0.6199435,17.773438,1.3168306350708008,2023-12-08 20:24:49.302141,523.04565,26.464844
20,191,306.03784,0.6199435,18.261719,1.3565452098846436,2023-12-08 20:24:51.266262,537.3695,27.148438
21,201,315.2673,0.6199435,18.75,1.4688665866851807,2023-12-08 20:24:53.491674,550.9106,27.734375
22,211,319.8146,0.6199435,19.042969,1.4083030223846436,2023-12-08 20:24:55.525336,558.2506,28.027344
23,221,326.4683,0.6199435,19.433594,1.3709490299224854,2023-12-08 20:24:57.509715,569.688,28.515625
24,231,336.8595,0.6199435,20.019531,1.4178829193115234,2023-12-08 20:24:59.568577,581.8068,29.003906
25,241,339.0188,0.6199435,20.117188,1.45467209815979,2023-12-08 20:25:01.700592,584.8085,29.101562
26,251,340.6764,0.6199435,20.214844,1.4629340171813965,2023-12-08 20:25:03.793753,597.5909,29.785156
27,261,346.14978,0.6199435,20.507812,1.39555025100708,2023-12-08 20:25:05.799391,601.17065,29.882812
28,271,354.20508,0.6199435,20.996094,1.439378023147583,2023-12-08 20:25:07.885520,617.6859,30.664062
29,281,358.88705,0.6199435,21.289062,1.4177753925323486,2023-12-08 20:25:09.987335,623.81616,30.957031
30,291,361.9185,0.6199435,21.484375,1.3964407444000244,2023-12-08 20:25:11.990590,639.1592,31.738281
31,301,368.30908,0.6199435,21.875,1.4881808757781982,2023-12-08 20:25:14.098397,645.5099,32.03125
32,311,374.8993,0.6204655,22.265625,1.3896515369415283,2023-12-08 20:25:16.117382,649.94556,32.226562
33,321,380.97278,0.6204655,22.65625,1.3822438716888428,2023-12-08 20:25:18.114510,654.3456,32.421875
34,331,387.31412,0.6204655,23.046875,1.381807565689087,2023-12-08 20:25:20.149456,659.01746,32.617188
35,341,393.7742,0.6204655,23.4375,1.4104626178741455,2023-12-08 20:25:22.227640,662.5093,32.714844
36,351,398.62534,0.6220224,23.730469,1.5044045448303223,2023-12-08 20:25:24.371811,664.30347,32.714844
37,361,398.64798,0.6220224,23.730469,1.4451682567596436,2023-12-08 20:25:26.563264,665.5444,32.714844
38,371,401.77002,0.6220224,23.925781,1.3981940746307373,2023-12-08 20:25:28.767470,671.9326,33.007812
39,381,403.56937,0.6220224,24.023438,1.4699153900146484,2023-12-08 20:25:30.853034,684.06616,33.691406
40,391,411.43826,0.6220224,24.414062,1.4154102802276611,2023-12-08 20:25:32.881852,690.5802,33.984375
41,401,413.11102,0.6220224,24.511719,1.4622225761413574,2023-12-08 20:25:34.988493,694.8707,34.179688
42,411,419.56522,0.6220224,24.902344,1.3809919357299805,2023-12-08 20:25:37.027982,699.52374,34.375
43,421,423.67227,0.62216854,25.097656,1.4057741165161133,2023-12-08 20:25:39.059172,704.3415,34.570312
44,431,425.045,0.62216854,25.195312,1.4483914375305176,2023-12-08 20:25:41.120502,715.2479,35.15625
45,441,426.66254,0.62216854,25.292969,1.4494190216064453,2023-12-08 20:25:43.225877,724.5001,35.64453
46,451,430.2201,0.62216854,25.488281,1.4879567623138428,2023-12-08 20:25:45.332156,730.0096,35.9375
47,461,433.2889,0.62216854,25.683594,1.4797918796539307,2023-12-08 20:25:47.514279,733.73346,36.132812
48,471,438.0439,0.62597996,25.976562,1.4620640277862549,2023-12-08 20:25:49.675913,737.9954,36.23047
49,481,442.90692,0.62597996,26.269531,1.3975353240966797,2023-12-08 20:25:51.708594,742.432,36.42578
50,491,444.6658,0.62597996,26.367188,1.4818964004516602,2023-12-08 20:25:53.950955,750.92554,36.816406
51,501,446.33322,0.62597996,26.464844,1.418975591659546,2023-12-08 20:25:56.006885,755.7832,37.01172
52,511,448.05362,0.62597996,26.5625,1.4182775020599365,2023-12-08 20:25:58.038599,758.457,37.109375
53,521,448.0802,0.62597996,26.5625,1.4477388858795166,2023-12-08 20:26:00.129298,763.26044,37.304688
54,531,450.84195,0.62597996,26.757812,1.358353853225708,2023-12-08 20:26:02.139547,763.9398,37.304688
55,541,452.51212,0.62597996,26.855469,1.4370768070220947,2023-12-08 20:26:04.257501,768.369,37.5
56,551,455.6182,0.62597996,27.050781,1.5299603939056396,2023-12-08 20:26:06.617473,770.03784,37.5
