loop,iteration,qd_score1,max_fitness,coverage1,time,current_time,qd_score2,coverage2
1,1,-69716.27,-161.96452,10.546875,17.468847513198853,2023-12-14 21:17:21.034604,-39967.2,7.421875
2,11,-88184.984,-149.0674,13.769531,5.363294363021851,2023-12-14 21:17:27.160828,-43101.67,8.59375
3,21,-100978.45,-149.0674,15.8203125,5.532828330993652,2023-12-14 21:17:33.416761,-43302.72,8.984375
4,31,-112517.33,-149.0674,17.773438,5.3623573780059814,2023-12-14 21:17:39.411546,-42941.445,9.472656
5,41,-120592.46,-147.45825,19.042969,5.79231858253479,2023-12-14 21:17:45.946986,-43328.816,10.058594
6,51,-126853.016,-147.45825,20.117188,5.597723007202148,2023-12-14 21:17:52.321450,-42985.676,10.15625
7,61,-131491.75,-147.45825,20.898438,5.594300746917725,2023-12-14 21:17:58.551602,-43569.258,10.546875
8,71,-136164.4,-147.45825,21.582031,5.286365747451782,2023-12-14 21:18:04.566364,-43645.938,10.7421875
9,81,-142293.34,-142.6481,22.558594,5.619524717330933,2023-12-14 21:18:10.866541,-44811.965,10.9375
10,91,-147616.2,-142.6481,23.4375,5.250187397003174,2023-12-14 21:18:16.754477,-46796.4,11.230469
11,101,-149463.9,-142.6481,23.730469,5.374266147613525,2023-12-14 21:18:22.755822,-46465.297,11.328125
12,111,-152178.25,-142.6481,24.316406,5.383798837661743,2023-12-14 21:18:28.757145,-44890.848,11.328125
13,121,-155183.81,-142.6481,24.902344,5.312690019607544,2023-12-14 21:18:34.720035,-45803.777,11.5234375
14,131,-157369.77,-142.6481,25.390625,5.556102514266968,2023-12-14 21:18:40.904832,-46761.78,11.71875
15,141,-157574.48,-142.6481,25.488281,5.560076475143433,2023-12-14 21:18:47.088430,-47475.785,11.9140625
16,151,-159334.19,-142.6481,25.878906,5.341279029846191,2023-12-14 21:18:53.141735,-48961.46,12.109375
17,161,-161038.86,-142.6481,26.269531,5.602315425872803,2023-12-14 21:18:59.377662,-47597.453,12.109375
18,171,-161627.62,-142.6481,26.660156,5.347227573394775,2023-12-14 21:19:05.561335,-48773.46,12.3046875
19,181,-162952.42,-142.6481,26.953125,5.552260160446167,2023-12-14 21:19:11.810648,-48235.164,12.3046875
20,191,-168204.47,-137.34787,27.832031,5.523440599441528,2023-12-14 21:19:17.957624,-48877.0,12.402344
21,201,-170391.06,-137.34787,28.222656,5.4513959884643555,2023-12-14 21:19:24.094484,-48709.58,12.402344
22,211,-172212.19,-137.34787,28.613281,5.582467317581177,2023-12-14 21:19:30.341164,-48547.562,12.402344
23,221,-173754.8,-137.34787,29.003906,5.579243183135986,2023-12-14 21:19:36.576920,-48339.85,12.402344
24,231,-173369.69,-137.34787,29.003906,5.5407867431640625,2023-12-14 21:19:42.752314,-49545.18,12.597656
25,241,-174884.28,-137.34787,29.492188,5.44326639175415,2023-12-14 21:19:48.872997,-49234.074,12.597656
26,251,-177044.12,-137.34787,29.785156,5.611057996749878,2023-12-14 21:19:55.154241,-48775.766,12.597656
27,261,-179510.95,-137.34787,30.175781,5.356554269790649,2023-12-14 21:20:01.161644,-49132.184,12.6953125
28,271,-180218.9,-137.34787,30.46875,5.367295742034912,2023-12-14 21:20:07.171897,-48835.93,12.6953125
29,281,-182192.66,-137.34787,30.859375,5.440223455429077,2023-12-14 21:20:13.351117,-48721.33,12.6953125
30,291,-186080.1,-137.34787,31.542969,5.4129250049591064,2023-12-14 21:20:19.435873,-48895.082,12.792969
31,301,-187231.98,-137.34787,31.738281,5.357831001281738,2023-12-14 21:20:25.425059,-48676.867,12.792969
32,311,-190972.86,-137.34787,32.226562,5.420044183731079,2023-12-14 21:20:31.630146,-48168.484,12.792969
33,321,-191581.38,-137.34787,32.32422,5.445467710494995,2023-12-14 21:20:37.696542,-48497.438,12.890625
34,331,-192413.84,-137.34787,32.51953,5.372958660125732,2023-12-14 21:20:43.699665,-48223.023,12.890625
35,341,-193034.94,-137.34787,32.714844,5.5651938915252686,2023-12-14 21:20:49.914071,-48223.023,12.890625
36,351,-193350.97,-137.34787,32.8125,5.31292462348938,2023-12-14 21:20:56.023616,-48558.523,12.988281
37,361,-193254.62,-137.34787,32.8125,5.636236190795898,2023-12-14 21:21:02.331326,-48733.312,13.0859375
38,371,-194547.64,-137.34787,33.007812,5.436539173126221,2023-12-14 21:21:08.452899,-49334.562,13.183594
39,381,-194492.56,-137.34787,33.007812,5.421140670776367,2023-12-14 21:21:14.488064,-48516.156,13.183594
40,391,-195204.56,-137.34787,33.30078,5.402122497558594,2023-12-14 21:21:20.513834,-48170.758,13.183594
41,401,-195104.72,-137.34787,33.30078,5.550369024276733,2023-12-14 21:21:26.900812,-48766.832,13.28125
42,411,-198372.6,-137.34787,33.691406,5.496171474456787,2023-12-14 21:21:33.082305,-48160.453,13.28125
43,421,-199382.16,-137.34787,33.88672,5.5893659591674805,2023-12-14 21:21:39.297309,-48696.023,13.378906
44,431,-200146.5,-137.34787,34.179688,5.287120342254639,2023-12-14 21:21:45.231842,-48363.754,13.378906
