loop,iteration,max_fitness,time,current_time
1,1,-75.2753,3.999948501586914,2023-12-15 09:11:47.082452
2,11,-66.200935,0.22931122779846191,2023-12-15 09:11:48.540200
3,21,-65.90528,0.2338261604309082,2023-12-15 09:11:48.798133
4,31,-65.90089,0.2359304428100586,2023-12-15 09:11:49.057247
5,41,-65.90089,0.24262499809265137,2023-12-15 09:11:49.322869
6,51,-65.90089,0.23509430885314941,2023-12-15 09:11:49.581377
7,61,-65.90089,0.2159109115600586,2023-12-15 09:11:49.821645
8,71,-65.90089,0.18555760383605957,2023-12-15 09:11:50.029835
9,81,-65.90089,0.20804595947265625,2023-12-15 09:11:50.258665
10,91,-65.90089,0.17362475395202637,2023-12-15 09:11:50.454226
11,101,-65.90089,0.1816098690032959,2023-12-15 09:11:50.651698
12,111,-65.90089,0.1840672492980957,2023-12-15 09:11:50.859657
13,121,-65.90089,0.16237735748291016,2023-12-15 09:11:51.038049
14,131,-65.90089,0.17484712600708008,2023-12-15 09:11:51.233563
15,141,-65.90089,0.174346923828125,2023-12-15 09:11:51.427830
16,151,-65.90089,0.16935396194458008,2023-12-15 09:11:51.617765
17,161,-65.90089,0.16816973686218262,2023-12-15 09:11:51.805735
18,171,-65.90089,0.1829836368560791,2023-12-15 09:11:52.005038
19,181,-65.90089,0.1679067611694336,2023-12-15 09:11:52.195585
20,191,-65.90089,0.16884326934814453,2023-12-15 09:11:52.382056
21,201,-65.90089,0.18810415267944336,2023-12-15 09:11:52.593047
22,211,-65.90089,0.17489337921142578,2023-12-15 09:11:52.791304
23,221,-65.90089,0.18060851097106934,2023-12-15 09:11:52.993634
24,231,-65.90089,0.1817939281463623,2023-12-15 09:11:53.196042
25,241,-65.90089,0.18514585494995117,2023-12-15 09:11:53.401197
26,251,-65.90089,0.17530536651611328,2023-12-15 09:11:53.593926
27,261,-65.90089,0.1791372299194336,2023-12-15 09:11:53.796184
28,271,-65.90089,0.17084908485412598,2023-12-15 09:11:53.991043
29,281,-65.90089,0.17653298377990723,2023-12-15 09:11:54.183996
30,291,-65.90089,0.17511391639709473,2023-12-15 09:11:54.381990
31,301,-65.90089,0.1930074691772461,2023-12-15 09:11:54.597379
32,311,-65.90089,0.19761252403259277,2023-12-15 09:11:54.817526
33,321,-64.56607,0.1950695514678955,2023-12-15 09:11:55.035555
34,331,-64.56607,0.16406583786010742,2023-12-15 09:11:55.220134
35,341,-64.56607,0.1883394718170166,2023-12-15 09:11:55.428753
36,351,-64.56607,0.198805570602417,2023-12-15 09:11:55.650104
37,361,-64.56607,0.20665717124938965,2023-12-15 09:11:55.878038
38,371,-64.56607,0.18174362182617188,2023-12-15 09:11:56.079257
39,381,-64.56607,0.17665815353393555,2023-12-15 09:11:56.273238
40,391,-64.56607,0.1662907600402832,2023-12-15 09:11:56.464045
41,401,-64.56607,0.1812429428100586,2023-12-15 09:11:56.667478
42,411,-64.56607,0.17691421508789062,2023-12-15 09:11:56.866607
