loop,iteration,qd_score,max_fitness,coverage,time,current_time,coverage1,coverage2
1,1,80.912575,0.60772526,4.6875,10.413145542144775,2023-12-07 21:43:26.652336,2.9296875,3.125
2,11,90.937,0.60772526,5.2734375,1.3674631118774414,2023-12-07 21:43:28.365243,3.2226562,3.8085938
3,21,100.36766,0.61478543,5.7617188,1.3742785453796387,2023-12-07 21:43:30.061616,3.7109375,4.4921875
4,31,108.64833,0.61478543,6.25,1.356736660003662,2023-12-07 21:43:31.739493,3.90625,4.6875
5,41,125.15971,0.6214491,7.2265625,1.228330135345459,2023-12-07 21:43:33.290939,4.5898438,5.2734375
6,51,135.03201,0.6226822,7.8125,1.3349688053131104,2023-12-07 21:43:34.993037,4.9804688,5.7617188
7,61,142.0139,0.62379926,8.203125,1.3876819610595703,2023-12-07 21:43:36.724829,5.1757812,5.9570312
8,71,149.01765,0.62379926,8.59375,1.3370635509490967,2023-12-07 21:43:38.385923,5.859375,6.1523438
9,81,154.8257,0.62379926,8.886719,1.309237003326416,2023-12-07 21:43:39.997019,5.7617188,6.7382812
10,91,158.24214,0.62379926,9.082031,1.4448943138122559,2023-12-07 21:43:41.769413,6.3476562,6.640625
11,101,166.02255,0.62379926,9.5703125,1.3884506225585938,2023-12-07 21:43:43.516648,6.8359375,6.9335938
12,111,167.71089,0.62379926,9.667969,1.224367380142212,2023-12-07 21:43:45.134163,6.8359375,6.8359375
13,121,175.02501,0.62379926,10.058594,1.3064322471618652,2023-12-07 21:43:46.742791,7.1289062,7.2265625
14,131,178.84473,0.62379926,10.253906,1.3899250030517578,2023-12-07 21:43:48.515014,7.6171875,7.5195312
15,141,183.82323,0.62379926,10.546875,1.4007070064544678,2023-12-07 21:43:50.232919,7.8125,7.8125
16,151,189.13281,0.62379926,10.839844,1.1882779598236084,2023-12-07 21:43:51.744115,7.8125,7.9101562
17,161,190.98265,0.62379926,10.9375,1.2516086101531982,2023-12-07 21:43:53.316165,7.8125,7.7148438
18,171,195.82489,0.62379926,11.230469,1.3927440643310547,2023-12-07 21:43:55.038157,7.8125,7.6171875
19,181,197.33176,0.62379926,11.328125,1.4273149967193604,2023-12-07 21:43:56.818236,7.8125,7.7148438
20,191,202.21822,0.62379926,11.621094,1.2296888828277588,2023-12-07 21:43:58.352793,8.0078125,8.0078125
21,201,203.7773,0.62379926,11.71875,1.2980854511260986,2023-12-07 21:43:59.999783,8.105469,8.0078125
22,211,204.99399,0.62379926,11.816406,1.3421909809112549,2023-12-07 21:44:01.683811,8.300781,7.9101562
23,221,211.57063,0.62379926,12.207031,1.3490939140319824,2023-12-07 21:44:03.364648,8.691406,8.105469
24,231,216.78027,0.62379926,12.5,1.337975263595581,2023-12-07 21:44:05.025163,8.886719,8.0078125
25,241,216.93335,0.62379926,12.5,1.3929126262664795,2023-12-07 21:44:06.736418,8.886719,8.300781
