loop,iteration,qd_score,max_fitness,coverage,time,current_time,coverage1,coverage2
1,1,208592.12,1031.855,11.71875,60.90535235404968,2023-12-10 16:34:48.399159,10.9375,6.640625
2,11,253373.11,1042.5818,13.671875,33.69040107727051,2023-12-10 16:35:22.388899,12.597656,7.6171875
3,21,291148.12,1045.2737,15.527344,32.86562728881836,2023-12-10 16:35:55.547846,14.2578125,9.375
4,31,320046.56,1098.7227,16.601562,33.044437646865845,2023-12-10 16:36:28.905679,14.746094,9.667969
5,41,346106.4,1126.4678,17.773438,32.691298484802246,2023-12-10 16:37:01.904094,15.917969,9.667969
6,51,371354.66,1166.301,18.75,31.978987216949463,2023-12-10 16:37:34.175881,16.601562,10.449219
7,61,386931.22,1166.301,19.53125,32.66887927055359,2023-12-10 16:38:07.133477,17.285156,10.449219
8,71,398592.8,1166.301,19.921875,32.90392994880676,2023-12-10 16:38:40.329007,17.382812,10.9375
9,81,409025.3,1166.301,20.3125,32.46125316619873,2023-12-10 16:39:13.084573,17.675781,11.035156
10,91,415260.06,1166.301,20.507812,32.52008366584778,2023-12-10 16:39:45.894909,17.675781,11.035156
11,101,429789.2,1166.301,21.09375,32.56486988067627,2023-12-10 16:40:18.747786,17.773438,11.425781
12,111,438102.0,1166.301,21.386719,32.45387315750122,2023-12-10 16:40:51.495291,18.164062,12.011719
13,121,447703.75,1166.301,21.777344,32.65277075767517,2023-12-10 16:41:24.439729,18.554688,12.011719
14,131,456851.06,1166.301,22.167969,32.54224348068237,2023-12-10 16:41:57.273614,18.945312,12.402344
15,141,465163.5,1166.301,22.460938,32.68951606750488,2023-12-10 16:42:30.258488,19.238281,12.011719
16,151,473950.94,1172.2383,22.851562,32.5721001625061,2023-12-10 16:43:03.119527,19.921875,12.3046875
17,161,476429.0,1172.2383,22.851562,33.03216481208801,2023-12-10 16:43:36.441711,19.824219,12.402344
18,171,481878.84,1172.2383,23.144531,32.523531436920166,2023-12-10 16:44:09.262069,19.921875,12.597656
19,181,486554.75,1172.2383,23.339844,32.6131706237793,2023-12-10 16:44:42.166327,20.117188,12.988281
20,191,496343.75,1172.2383,23.828125,32.765875577926636,2023-12-10 16:45:15.225888,20.800781,13.183594
21,201,503293.72,1172.2383,24.121094,32.5084707736969,2023-12-10 16:45:48.028726,20.507812,13.28125
22,211,513049.38,1172.2383,24.609375,32.343159437179565,2023-12-10 16:46:20.664162,21.09375,13.8671875
23,221,517202.88,1172.2383,24.804688,32.75641179084778,2023-12-10 16:46:53.716382,20.898438,13.964844
24,231,519351.72,1172.2383,24.902344,32.485795736312866,2023-12-10 16:47:26.491721,21.09375,14.160156
25,241,526240.0,1172.2383,25.195312,32.535024881362915,2023-12-10 16:47:59.321718,21.191406,14.2578125
26,251,532689.8,1172.2383,25.390625,32.45753455162048,2023-12-10 16:48:32.086766,21.191406,14.0625
27,261,533576.1,1172.2383,25.390625,32.64667749404907,2023-12-10 16:49:05.024827,21.191406,13.8671875
28,271,539648.8,1172.2383,25.683594,32.34080457687378,2023-12-10 16:49:37.660638,21.191406,14.355469
