loop,iteration,max_fitness,time,current_time
1,1,-166.57643,11.886130332946777,2023-12-15 09:15:36.167704
2,11,-166.57643,4.337183952331543,2023-12-15 09:15:40.507117
3,21,-166.57643,4.395300626754761,2023-12-15 09:15:44.904208
4,31,-145.75351,4.362749814987183,2023-12-15 09:15:49.271737
5,41,-144.29327,4.420283079147339,2023-12-15 09:15:53.694493
6,51,-143.12694,4.5641303062438965,2023-12-15 09:15:58.260601
7,61,-143.12694,4.5877110958099365,2023-12-15 09:16:02.850752
8,71,-143.12694,4.577458381652832,2023-12-15 09:16:07.429845
9,81,-142.17462,4.619009256362915,2023-12-15 09:16:12.050442
10,91,-141.84073,4.699313402175903,2023-12-15 09:16:16.752181
11,101,-139.71173,4.626999139785767,2023-12-15 09:16:21.381561
12,111,-139.71173,4.775550603866577,2023-12-15 09:16:26.158602
13,121,-139.71173,4.679864168167114,2023-12-15 09:16:30.842101
14,131,-139.71173,4.921275854110718,2023-12-15 09:16:35.766598
15,141,-139.71173,4.9435999393463135,2023-12-15 09:16:40.712800
16,151,-139.71173,4.847461938858032,2023-12-15 09:16:45.563005
17,161,-139.71173,4.9388957023620605,2023-12-15 09:16:50.504415
18,171,-139.71173,5.005043029785156,2023-12-15 09:16:55.514332
19,181,-139.71173,4.92924952507019,2023-12-15 09:17:00.445785
20,191,-132.88995,4.982011795043945,2023-12-15 09:17:05.431245
21,201,-132.88995,4.939082145690918,2023-12-15 09:17:10.375506
22,211,-132.88995,4.926398992538452,2023-12-15 09:17:15.305329
23,221,-132.88995,4.9645092487335205,2023-12-15 09:17:20.272429
24,231,-132.88995,4.850781679153442,2023-12-15 09:17:25.128258
25,241,-132.88995,4.973835706710815,2023-12-15 09:17:30.104461
26,251,-132.88995,4.975080966949463,2023-12-15 09:17:35.083077
27,261,-132.88995,5.065565824508667,2023-12-15 09:17:40.151083
28,271,-132.88995,4.974698543548584,2023-12-15 09:17:45.128378
29,281,-132.88995,5.07948899269104,2023-12-15 09:17:50.211812
30,291,-132.88995,4.99237322807312,2023-12-15 09:17:55.206543
31,301,-132.88995,5.09411883354187,2023-12-15 09:18:00.302867
32,311,-132.88995,5.0854878425598145,2023-12-15 09:18:05.392067
33,321,-132.88995,5.000117063522339,2023-12-15 09:18:10.394694
34,331,-132.88995,5.037069320678711,2023-12-15 09:18:15.434344
35,341,-132.88995,4.994884967803955,2023-12-15 09:18:20.431162
36,351,-132.88995,4.9764792919158936,2023-12-15 09:18:25.410349
37,361,-132.88995,4.8964502811431885,2023-12-15 09:18:30.309629
38,371,-132.88995,5.028571367263794,2023-12-15 09:18:35.340738
39,381,-132.88995,5.062061071395874,2023-12-15 09:18:40.408073
40,391,-132.88995,4.9453959465026855,2023-12-15 09:18:45.356261
41,401,-132.88995,5.0470805168151855,2023-12-15 09:18:50.406136
42,411,-132.88995,4.899613618850708,2023-12-15 09:18:55.308426
43,421,-132.88995,4.890469312667847,2023-12-15 09:19:00.201520
44,431,-132.88995,4.873239040374756,2023-12-15 09:19:05.077166
45,441,-132.88995,5.041085243225098,2023-12-15 09:19:10.120698
46,451,-132.88995,4.971578359603882,2023-12-15 09:19:15.094643
47,461,-132.88995,4.969620227813721,2023-12-15 09:19:20.066714
48,471,-132.88995,5.0119781494140625,2023-12-15 09:19:25.081302
49,481,-132.88995,5.060657501220703,2023-12-15 09:19:30.143880
50,491,-132.88995,5.110777139663696,2023-12-15 09:19:35.256366
51,501,-132.88995,5.02976131439209,2023-12-15 09:19:40.288772
52,511,-132.88995,4.998786926269531,2023-12-15 09:19:45.290116
53,521,-132.88995,4.922781944274902,2023-12-15 09:19:50.214717
54,531,-132.88995,4.995303392410278,2023-12-15 09:19:55.212753
55,541,-132.88995,4.992464303970337,2023-12-15 09:20:00.207757
56,551,-132.88995,5.096707344055176,2023-12-15 09:20:05.306950
57,561,-132.88995,5.0179736614227295,2023-12-15 09:20:10.327556
58,571,-132.88995,4.922776699066162,2023-12-15 09:20:15.253234
59,581,-132.88995,4.9791648387908936,2023-12-15 09:20:20.234763
60,591,-132.88995,5.039043664932251,2023-12-15 09:20:25.276382
61,601,-132.88995,4.976467132568359,2023-12-15 09:20:30.255289
62,611,-132.88995,4.973346471786499,2023-12-15 09:20:35.231030
63,621,-132.88995,4.949192762374878,2023-12-15 09:20:40.183654
64,631,-132.88995,4.948684215545654,2023-12-15 09:20:45.135017
65,641,-132.88995,4.918626546859741,2023-12-15 09:20:50.055647
66,651,-132.88995,4.993448734283447,2023-12-15 09:20:55.051038
67,661,-132.88995,4.990240812301636,2023-12-15 09:21:00.043681
68,671,-132.88995,4.942110300064087,2023-12-15 09:21:04.987855
69,681,-132.88995,4.934494495391846,2023-12-15 09:21:09.924945
70,691,-132.88995,5.02420711517334,2023-12-15 09:21:14.951762
71,701,-132.88995,4.958967208862305,2023-12-15 09:21:19.914019
72,711,-132.88995,4.838939666748047,2023-12-15 09:21:24.755576
73,721,-132.88995,5.061179161071777,2023-12-15 09:21:29.819395
74,731,-132.88995,4.97498631477356,2023-12-15 09:21:34.799397
75,741,-132.88995,4.965510129928589,2023-12-15 09:21:39.767517
76,751,-132.88995,4.95927619934082,2023-12-15 09:21:44.728419
77,761,-132.88995,4.960575819015503,2023-12-15 09:21:49.694011
78,771,-132.88995,4.966417074203491,2023-12-15 09:21:54.666225
79,781,-132.88995,5.018836975097656,2023-12-15 09:21:59.687494
80,791,-132.88995,4.926907062530518,2023-12-15 09:22:04.616813
81,801,-132.88995,5.0379319190979,2023-12-15 09:22:09.657196
82,811,-132.88995,5.087697744369507,2023-12-15 09:22:14.747284
83,821,-132.88995,4.97340726852417,2023-12-15 09:22:19.723257
84,831,-132.88995,4.950317144393921,2023-12-15 09:22:24.676246
85,841,-132.88995,5.009951591491699,2023-12-15 09:22:29.688755
86,851,-132.88995,4.921619176864624,2023-12-15 09:22:34.612744
87,861,-132.88995,4.86151647567749,2023-12-15 09:22:39.476827
88,871,-132.88995,4.9811437129974365,2023-12-15 09:22:44.461654
89,881,-132.88995,5.058363437652588,2023-12-15 09:22:49.522405
90,891,-132.88995,5.107588768005371,2023-12-15 09:22:54.632111
91,901,-132.88995,5.073839426040649,2023-12-15 09:22:59.709337
92,911,-132.88995,5.083916425704956,2023-12-15 09:23:04.795918
93,921,-132.88995,4.880079507827759,2023-12-15 09:23:09.679568
94,931,-132.88995,4.986169815063477,2023-12-15 09:23:14.668087
95,941,-132.88995,5.003953456878662,2023-12-15 09:23:19.674664
96,951,-132.88995,5.037851333618164,2023-12-15 09:23:24.714427
97,961,-132.88995,4.8866376876831055,2023-12-15 09:23:29.603644
98,971,-132.88995,4.927377700805664,2023-12-15 09:23:34.534124
99,981,-132.88995,5.0149314403533936,2023-12-15 09:23:39.552366
100,991,-132.88995,4.910470485687256,2023-12-15 09:23:44.465474
101,1001,-132.88995,4.995073318481445,2023-12-15 09:23:49.463321
102,1011,-132.88995,4.958670139312744,2023-12-15 09:23:54.424226
103,1021,-132.88995,5.070233345031738,2023-12-15 09:23:59.496323
104,1031,-132.88995,5.132519006729126,2023-12-15 09:24:04.632790
105,1041,-132.88995,4.949619293212891,2023-12-15 09:24:09.584830
106,1051,-132.88995,4.9074156284332275,2023-12-15 09:24:14.494603
