loop,iteration,qd_score,max_fitness,coverage,time,current_time
1,1,-23327.5,-169.53983,14.160156,17.252999544143677,2023-12-14 20:08:44.516849
2,11,-27615.117,-153.96216,18.066406,4.697199106216431,2023-12-14 20:08:49.557467
3,21,-30840.938,-153.96216,19.726562,4.726505279541016,2023-12-14 20:08:54.671172
4,31,-30449.031,-153.96216,20.605469,4.8108320236206055,2023-12-14 20:08:59.945028
5,41,-29905.844,-153.96216,21.484375,4.7622785568237305,2023-12-14 20:09:05.109922
6,51,-29688.531,-153.23438,22.753906,4.729304075241089,2023-12-14 20:09:10.272394
7,61,-28626.688,-149.42809,24.707031,4.954716682434082,2023-12-14 20:09:15.593026
8,71,-26448.234,-141.86215,27.148438,4.61001443862915,2023-12-14 20:09:20.667786
9,81,-27221.562,-136.31528,29.296875,4.923107147216797,2023-12-14 20:09:26.101801
10,91,-27097.688,-136.31528,31.640625,4.7058265209198,2023-12-14 20:09:31.286374
11,101,-28301.562,-136.31528,34.472656,4.765511989593506,2023-12-14 20:09:36.437167
12,111,-29968.219,-136.31528,36.523438,4.638430118560791,2023-12-14 20:09:41.528150
13,121,-29408.188,-136.31528,37.5,4.738739013671875,2023-12-14 20:09:46.747168
14,131,-30310.906,-136.31528,38.671875,4.758548021316528,2023-12-14 20:09:51.874019
15,141,-31423.125,-136.31528,40.039062,4.791414499282837,2023-12-14 20:09:57.016554
16,151,-32570.438,-136.31528,41.015625,4.752998352050781,2023-12-14 20:10:02.248036
17,161,-32606.75,-136.31528,42.089844,4.780090808868408,2023-12-14 20:10:07.445807
18,171,-34579.78,-136.31528,43.359375,4.6827874183654785,2023-12-14 20:10:12.518716
19,181,-35439.594,-136.31528,44.335938,4.598876714706421,2023-12-14 20:10:17.612732
20,191,-34693.938,-136.31528,45.3125,4.719324350357056,2023-12-14 20:10:22.709575
21,201,-34800.938,-136.31528,45.996094,4.825363397598267,2023-12-14 20:10:27.957119
22,211,-34807.656,-136.31528,46.289062,4.76364803314209,2023-12-14 20:10:33.149312
23,221,-35839.25,-128.42123,47.460938,4.659966230392456,2023-12-14 20:10:38.181247
