loop,iteration,qd_score,max_fitness,coverage,time,current_time
1,1,374566.4,1036.4412,21.777344,63.25182795524597,2023-12-15 18:27:48.126074
2,11,561372.9,1036.4412,30.46875,36.00485682487488,2023-12-15 18:28:24.441525
3,21,667513.3,1036.4412,35.15625,35.66821026802063,2023-12-15 18:29:00.444472
4,31,749055.7,1054.0503,38.671875,35.367085218429565,2023-12-15 18:29:36.121218
5,41,823601.4,1059.9067,41.796875,35.61318016052246,2023-12-15 18:30:12.048492
6,51,869561.06,1076.7301,43.359375,35.7489333152771,2023-12-15 18:30:48.105638
7,61,917068.5,1150.7634,45.214844,35.11468958854675,2023-12-15 18:31:23.523304
8,71,944167.75,1183.8856,46.191406,34.90243601799011,2023-12-15 18:31:58.730386
9,81,968077.94,1183.8856,46.972656,34.21612215042114,2023-12-15 18:32:33.250009
10,91,987800.6,1209.81,47.65625,34.29484272003174,2023-12-15 18:33:07.857958
11,101,1007824.44,1209.81,48.339844,34.57553267478943,2023-12-15 18:33:42.740235
12,111,1030874.0,1209.81,49.121094,34.06865215301514,2023-12-15 18:34:17.150197
13,121,1059088.1,1209.81,50.390625,34.59683895111084,2023-12-15 18:34:52.049893
14,131,1088180.8,1209.81,51.5625,34.51936984062195,2023-12-15 18:35:26.875950
15,141,1112815.2,1209.81,52.441406,34.97508478164673,2023-12-15 18:36:02.151510
16,151,1141258.2,1209.81,53.61328,34.19823718070984,2023-12-15 18:36:36.654283
17,161,1155186.2,1209.81,54.003906,34.42440915107727,2023-12-15 18:37:11.377757
18,171,1175055.2,1209.81,54.6875,34.3512442111969,2023-12-15 18:37:46.028073
19,181,1193068.4,1209.81,55.371094,34.39399480819702,2023-12-15 18:38:20.746764
20,191,1213026.6,1209.81,56.152344,34.63723874092102,2023-12-15 18:38:55.691744
21,201,1225299.8,1209.81,56.640625,34.13854932785034,2023-12-15 18:39:30.147055
22,211,1235258.4,1209.81,56.933594,33.95872187614441,2023-12-15 18:40:04.420130
23,221,1245493.5,1263.2109,57.226562,34.64938044548035,2023-12-15 18:40:39.368397
24,231,1254377.6,1263.2109,57.51953,34.18444085121155,2023-12-15 18:41:13.855845
25,241,1262639.4,1263.2109,57.8125,34.320090770721436,2023-12-15 18:41:48.562992
26,251,1272853.1,1263.2109,58.10547,34.43745231628418,2023-12-15 18:42:23.297554
27,261,1281550.0,1263.2109,58.398438,34.43204951286316,2023-12-15 18:42:58.028848
28,271,1292677.0,1263.2109,58.88672,34.21337032318115,2023-12-15 18:43:32.566197
29,281,1308311.2,1263.2109,59.570312,34.12552070617676,2023-12-15 18:44:07.007573
30,291,1318407.8,1263.2109,59.960938,34.13649296760559,2023-12-15 18:44:41.441898
31,301,1324390.0,1263.2109,60.15625,34.35587763786316,2023-12-15 18:45:16.099505
32,311,1332989.9,1263.2109,60.44922,34.33444786071777,2023-12-15 18:45:50.748464
33,321,1336802.6,1263.2109,60.546875,33.85270643234253,2023-12-15 18:46:24.901934
34,331,1341182.2,1263.2109,60.742188,34.29940390586853,2023-12-15 18:46:59.501524
35,341,1344886.1,1263.2109,60.839844,34.289469480514526,2023-12-15 18:47:34.093559
36,351,1349069.8,1263.2109,60.9375,34.18628811836243,2023-12-15 18:48:08.580141
37,361,1353610.2,1263.2109,61.035156,34.23620939254761,2023-12-15 18:48:43.114609
38,371,1359376.8,1279.5183,61.23047,34.384026527404785,2023-12-15 18:49:17.799900
39,381,1363607.0,1279.5183,61.328125,34.32124185562134,2023-12-15 18:49:52.435759
40,391,1364591.8,1279.5183,61.328125,34.42386841773987,2023-12-15 18:50:27.159983
41,401,1367951.1,1279.5183,61.42578,33.77149486541748,2023-12-15 18:51:01.293037
42,411,1372218.0,1279.5183,61.523438,34.260246992111206,2023-12-15 18:51:35.860819
43,421,1377997.0,1279.5183,61.71875,33.947360038757324,2023-12-15 18:52:10.118289
44,431,1379027.1,1279.5183,61.71875,33.945191621780396,2023-12-15 18:52:44.364992
