loop,iteration,max_fitness,time,current_time
1,1,0.6112119,6.448090553283691,2023-12-11 14:57:21.314844
2,11,0.61871266,0.951181173324585,2023-12-11 14:57:22.267842
3,21,0.61871266,0.8928806781768799,2023-12-11 14:57:23.162739
4,31,0.61871266,1.011343002319336,2023-12-11 14:57:24.177082
5,41,0.61871266,0.9890735149383545,2023-12-11 14:57:25.168034
6,51,0.61871266,0.9894897937774658,2023-12-11 14:57:26.160219
7,61,0.61871266,1.0432097911834717,2023-12-11 14:57:27.205865
8,71,0.61871266,0.9637129306793213,2023-12-11 14:57:28.171425
9,81,0.61871266,1.0206811428070068,2023-12-11 14:57:29.194704
10,91,0.61871266,1.0054166316986084,2023-12-11 14:57:30.202218
11,101,0.61871266,0.991046667098999,2023-12-11 14:57:31.195240
12,111,0.61872876,1.0556895732879639,2023-12-11 14:57:32.252653
13,121,0.61872876,1.0240075588226318,2023-12-11 14:57:33.278899
14,131,0.62371904,1.0250608921051025,2023-12-11 14:57:34.305747
15,141,0.6237514,1.0805327892303467,2023-12-11 14:57:35.388745
16,151,0.62379926,1.076206922531128,2023-12-11 14:57:36.467462
17,161,0.62379926,1.0588514804840088,2023-12-11 14:57:37.528268
18,171,0.62379926,1.0271155834197998,2023-12-11 14:57:38.557977
19,181,0.62379926,1.0183300971984863,2023-12-11 14:57:39.578270
20,191,0.62379926,0.953387975692749,2023-12-11 14:57:40.534172
21,201,0.62379926,1.0646421909332275,2023-12-11 14:57:41.601362
22,211,0.62379926,1.0092623233795166,2023-12-11 14:57:42.612351
23,221,0.62379926,1.0242035388946533,2023-12-11 14:57:43.638396
24,231,0.62379926,1.0197539329528809,2023-12-11 14:57:44.660744
25,241,0.62379926,1.0805702209472656,2023-12-11 14:57:45.743871
26,251,0.62379926,1.0374860763549805,2023-12-11 14:57:46.783449
27,261,0.62379926,0.9796020984649658,2023-12-11 14:57:47.765655
28,271,0.62379926,0.9835505485534668,2023-12-11 14:57:48.751895
29,281,0.62379926,0.9872767925262451,2023-12-11 14:57:49.741830
30,291,0.62379926,1.0022330284118652,2023-12-11 14:57:50.747166
31,301,0.62379926,1.0194830894470215,2023-12-11 14:57:51.769419
32,311,0.62379926,1.0304102897644043,2023-12-11 14:57:52.802425
33,321,0.62379926,1.0084130764007568,2023-12-11 14:57:53.812615
34,331,0.62379926,1.045868158340454,2023-12-11 14:57:54.860978
35,341,0.62379926,1.0369021892547607,2023-12-11 14:57:55.899771
36,351,0.62379926,1.0251116752624512,2023-12-11 14:57:56.926748
37,361,0.62379926,1.0561268329620361,2023-12-11 14:57:57.984773
38,371,0.62379926,1.0089821815490723,2023-12-11 14:57:58.996377
39,381,0.62379926,0.9909520149230957,2023-12-11 14:57:59.989758
40,391,0.62379926,0.9850153923034668,2023-12-11 14:58:00.976570
41,401,0.62379926,0.9833076000213623,2023-12-11 14:58:01.961946
42,411,0.62379926,1.0116024017333984,2023-12-11 14:58:02.976549
43,421,0.62379926,1.028203010559082,2023-12-11 14:58:04.007358
44,431,0.62379926,1.073340654373169,2023-12-11 14:58:05.083935
45,441,0.62379926,1.0380847454071045,2023-12-11 14:58:06.124667
46,451,0.62379926,1.0321605205535889,2023-12-11 14:58:07.159438
47,461,0.62379926,1.0296049118041992,2023-12-11 14:58:08.191688
48,471,0.62379926,0.9821584224700928,2023-12-11 14:58:09.175654
49,481,0.62379926,0.9589560031890869,2023-12-11 14:58:10.137063
50,491,0.62379926,0.9983165264129639,2023-12-11 14:58:11.137976
51,501,0.62379926,1.007784366607666,2023-12-11 14:58:12.149119
52,511,0.62379926,0.932746171951294,2023-12-11 14:58:13.083712
53,521,0.62379926,0.9823911190032959,2023-12-11 14:58:14.068064
54,531,0.62379926,1.0391194820404053,2023-12-11 14:58:15.109138
55,541,0.62379926,1.0345244407653809,2023-12-11 14:58:16.146274
56,551,0.62379926,1.0095710754394531,2023-12-11 14:58:17.158960
57,561,0.62379926,0.9559822082519531,2023-12-11 14:58:18.117215
58,571,0.62379926,1.0013246536254883,2023-12-11 14:58:19.121199
59,581,0.62379926,1.0665793418884277,2023-12-11 14:58:20.189553
60,591,0.62379926,0.9756944179534912,2023-12-11 14:58:21.167835
