loop,iteration,qd_score,max_fitness,coverage,time,current_time,coverage1,coverage2
1,1,-20630.334,-154.6853,3.6132812,13.647203207015991,2023-12-15 00:41:07.899617,2.8320312,3.4179688
2,11,-25640.082,-143.65108,4.4921875,5.473997592926025,2023-12-15 00:41:13.752513,3.4179688,3.8085938
3,21,-30139.957,-143.65108,5.3710938,5.2732555866241455,2023-12-15 00:41:19.418149,3.8085938,4.1015625
4,31,-32196.572,-143.42657,5.7617188,5.7227394580841064,2023-12-15 00:41:25.469481,4.0039062,4.3945312
5,41,-34163.293,-142.87704,6.1523438,5.5759968757629395,2023-12-15 00:41:31.370481,4.1992188,4.5898438
6,51,-35266.35,-142.87704,6.4453125,5.563649654388428,2023-12-15 00:41:37.275085,4.1015625,5.2734375
7,61,-35948.58,-142.87704,6.640625,5.469532012939453,2023-12-15 00:41:43.104879,4.1992188,5.46875
8,71,-39198.082,-142.87704,7.3242188,5.51514744758606,2023-12-15 00:41:49.013261,4.4921875,5.9570312
9,81,-40143.15,-142.87704,7.5195312,5.410300016403198,2023-12-15 00:41:54.756860,4.7851562,6.0546875
10,91,-43975.766,-142.87704,8.105469,5.550532341003418,2023-12-15 00:42:00.730885,5.078125,6.5429688
11,101,-47058.312,-142.1221,8.496094,5.501279592514038,2023-12-15 00:42:06.571265,5.3710938,6.5429688
12,111,-49258.938,-142.1221,8.984375,5.486761093139648,2023-12-15 00:42:12.444553,5.46875,6.7382812
13,121,-52953.617,-142.1221,9.5703125,5.432193279266357,2023-12-15 00:42:18.251309,5.859375,7.3242188
14,131,-56765.12,-142.1221,10.058594,5.676410436630249,2023-12-15 00:42:24.267021,6.1523438,7.3242188
15,141,-59256.688,-142.06004,10.449219,5.547760725021362,2023-12-15 00:42:30.160410,6.5429688,7.8125
16,151,-59943.836,-142.06004,10.546875,5.654039144515991,2023-12-15 00:42:36.227336,6.5429688,7.9101562
17,161,-60665.47,-142.06004,10.7421875,5.477505922317505,2023-12-15 00:42:42.045860,6.7382812,7.7148438
18,171,-61056.125,-134.44876,10.839844,5.446276664733887,2023-12-15 00:42:47.833256,6.640625,7.9101562
19,181,-61855.414,-134.44876,11.035156,5.593040227890015,2023-12-15 00:42:53.786564,6.7382812,7.8125
20,191,-61516.07,-134.44876,11.035156,5.524553298950195,2023-12-15 00:42:59.721847,6.9335938,7.8125
21,201,-62832.656,-134.44876,11.230469,5.533800840377808,2023-12-15 00:43:05.666441,7.03125,8.0078125
22,211,-62723.57,-133.29756,11.230469,5.594818353652954,2023-12-15 00:43:11.574348,7.03125,8.203125
23,221,-63216.797,-133.29756,11.425781,5.450762510299683,2023-12-15 00:43:17.412759,7.1289062,8.300781
24,231,-64158.066,-133.29745,11.621094,5.618537902832031,2023-12-15 00:43:23.408698,7.2265625,8.3984375
25,241,-64248.47,-133.29745,11.71875,5.5923826694488525,2023-12-15 00:43:29.346107,7.421875,8.59375
26,251,-65063.234,-133.29745,11.9140625,5.659960508346558,2023-12-15 00:43:35.368114,7.3242188,8.886719
27,261,-66887.29,-133.29745,12.207031,5.618069648742676,2023-12-15 00:43:41.335435,7.421875,8.984375
28,271,-67927.17,-132.88995,12.402344,5.580819845199585,2023-12-15 00:43:47.362965,7.7148438,8.984375
29,281,-69879.99,-132.88995,12.792969,5.796253681182861,2023-12-15 00:43:53.499029,8.0078125,9.082031
30,291,-69745.55,-132.88995,12.792969,5.532630443572998,2023-12-15 00:43:59.388924,8.203125,8.984375
31,301,-71251.83,-132.88995,12.988281,5.592987298965454,2023-12-15 00:44:05.342176,8.3984375,8.984375
32,311,-71930.59,-132.88995,13.0859375,5.7272961139678955,2023-12-15 00:44:11.442659,8.59375,8.886719
33,321,-72761.69,-132.88995,13.28125,5.781992197036743,2023-12-15 00:44:17.600253,8.691406,8.886719
34,331,-76103.305,-132.88995,13.671875,5.617234945297241,2023-12-15 00:44:23.618571,8.886719,8.984375
35,341,-77597.55,-132.88995,13.8671875,5.628448247909546,2023-12-15 00:44:29.613619,8.886719,9.277344
36,351,-77547.08,-132.88995,13.8671875,5.3348870277404785,2023-12-15 00:44:35.340726,8.984375,9.277344
37,361,-79093.766,-132.88995,14.0625,5.567722797393799,2023-12-15 00:44:41.343531,8.984375,9.472656
38,371,-79507.29,-132.88995,14.160156,5.276660680770874,2023-12-15 00:44:46.978566,9.082031,9.667969
