loop,iteration,qd_score1,max_fitness,coverage1,time,current_time,qd_score2,coverage2
1,1,467983.47,1091.9634,28.515625,56.60693979263306,2023-12-09 11:01:53.409775,216827.34,12.6953125
2,11,677721.6,1168.259,39.648438,32.89181351661682,2023-12-09 11:02:26.889838,259483.38,14.355469
3,21,815104.5,1168.259,46.679688,32.9189829826355,2023-12-09 11:03:00.404449,289884.94,15.722656
4,31,933450.0,1168.259,52.05078,33.38969922065735,2023-12-09 11:03:34.411221,313912.62,16.601562
5,41,1017442.6,1168.259,55.664062,32.83211088180542,2023-12-09 11:04:07.877735,325118.8,16.894531
6,51,1076575.2,1168.259,57.910156,33.014994859695435,2023-12-09 11:04:41.483298,337530.2,17.285156
7,61,1132765.8,1168.259,60.15625,33.14552021026611,2023-12-09 11:05:15.242187,348302.7,17.675781
8,71,1177782.5,1168.259,61.816406,32.49910759925842,2023-12-09 11:05:48.329093,367793.66,18.554688
9,81,1211476.5,1168.259,63.183594,32.9713876247406,2023-12-09 11:06:21.919876,385913.44,19.433594
10,91,1249541.2,1168.259,64.74609,33.253663778305054,2023-12-09 11:06:55.787622,395776.03,19.628906
11,101,1286617.1,1168.259,66.21094,33.25253248214722,2023-12-09 11:07:29.638356,410180.8,20.117188
12,111,1318782.5,1168.259,67.48047,32.691932916641235,2023-12-09 11:08:02.931830,419058.75,20.507812
13,121,1333224.2,1168.259,67.87109,32.95774698257446,2023-12-09 11:08:36.499667,424648.4,20.703125
14,131,1362677.0,1168.259,68.94531,32.93461298942566,2023-12-09 11:09:10.049167,442223.44,21.289062
15,141,1386709.4,1168.259,69.921875,33.22181534767151,2023-12-09 11:09:43.868669,449545.38,21.679688
16,151,1399938.4,1168.259,70.21484,32.87524628639221,2023-12-09 11:10:17.329829,457835.72,22.167969
17,161,1417648.2,1168.259,70.80078,33.1264226436615,2023-12-09 11:10:51.052384,461970.78,22.265625
18,171,1435804.4,1168.259,71.38672,33.46757125854492,2023-12-09 11:11:25.151286,473419.44,22.65625
19,181,1447476.8,1168.259,71.67969,33.17435121536255,2023-12-09 11:11:58.973253,479671.88,22.949219
20,191,1463369.9,1168.259,72.16797,33.1544828414917,2023-12-09 11:12:32.734676,482660.1,23.046875
21,201,1478766.2,1168.259,72.65625,33.02365517616272,2023-12-09 11:13:06.377313,487363.38,23.242188
22,211,1492611.5,1168.259,73.046875,33.377830028533936,2023-12-09 11:13:40.364023,492742.88,23.4375
23,221,1499942.2,1168.259,73.24219,33.039981842041016,2023-12-09 11:14:13.991389,495235.5,23.535156
24,231,1512325.8,1168.259,73.63281,32.96077752113342,2023-12-09 11:14:47.536886,505407.4,24.023438
25,241,1521591.0,1168.259,73.92578,33.0341534614563,2023-12-09 11:15:21.185467,513163.3,24.414062
26,251,1532528.1,1168.259,74.31641,33.10273456573486,2023-12-09 11:15:54.877788,520247.06,24.707031
27,261,1538778.8,1168.259,74.41406,33.24997854232788,2023-12-09 11:16:28.745087,531387.9,25.390625
28,271,1547443.5,1168.259,74.609375,33.072768211364746,2023-12-09 11:17:02.407253,535737.0,25.585938
29,281,1555938.2,1168.259,74.70703,33.27207565307617,2023-12-09 11:17:36.280824,542319.5,25.878906
30,291,1561861.9,1168.259,74.70703,32.91487097740173,2023-12-09 11:18:09.782651,547502.9,26.074219
31,301,1569788.1,1168.259,74.90234,33.049604415893555,2023-12-09 11:18:43.424944,554004.75,26.269531
32,311,1577318.2,1168.259,75.09766,33.41086530685425,2023-12-09 11:19:17.430785,561416.94,26.660156
33,321,1587429.1,1197.5781,75.390625,33.341487884521484,2023-12-09 11:19:51.365006,565439.56,26.855469
34,331,1598727.8,1197.5781,75.78125,33.07715821266174,2023-12-09 11:20:25.049810,570696.5,26.953125
35,341,1607744.6,1197.5781,76.07422,33.08568286895752,2023-12-09 11:20:58.727621,578572.06,27.246094
36,351,1614667.4,1197.5781,76.26953,33.35636353492737,2023-12-09 11:21:32.694943,580519.7,27.246094
37,361,1619966.2,1197.5781,76.36719,33.120551347732544,2023-12-09 11:22:06.424824,589365.3,27.636719
38,371,1624873.9,1197.5781,76.46484,33.56712532043457,2023-12-09 11:22:40.585118,598320.75,27.929688
39,381,1637972.2,1197.5781,76.953125,32.96955442428589,2023-12-09 11:23:14.161098,603815.44,28.125
40,391,1649377.2,1197.5781,77.34375,33.123942613601685,2023-12-09 11:23:47.885058,606549.75,28.222656
41,401,1656889.9,1197.5781,77.53906,32.95903015136719,2023-12-09 11:24:21.457530,612170.6,28.515625
42,411,1661075.1,1197.5781,77.63672,32.92054748535156,2023-12-09 11:24:54.966391,612940.56,28.515625
43,421,1670130.4,1299.4907,77.92969,33.123862981796265,2023-12-09 11:25:28.706896,618692.0,28.710938
44,431,1676114.0,1299.4907,78.125,33.06472826004028,2023-12-09 11:26:02.378636,625227.44,29.101562
45,441,1683200.8,1299.4907,78.32031,32.68492817878723,2023-12-09 11:26:35.682567,625727.9,29.101562
46,451,1692312.8,1299.4907,78.61328,33.063621044158936,2023-12-09 11:27:09.349066,626893.1,29.101562
47,461,1701448.8,1299.4907,78.90625,32.92603516578674,2023-12-09 11:27:42.892445,630966.4,29.296875
48,471,1709219.2,1299.4907,79.19922,33.45786786079407,2023-12-09 11:28:16.963800,633102.75,29.394531
49,481,1714027.5,1299.4907,79.39453,32.968191623687744,2023-12-09 11:28:50.548349,638771.06,29.6875
50,491,1728207.5,1299.4907,79.88281,33.05058431625366,2023-12-09 11:29:24.210139,642184.9,29.785156
